disease,cluster,cluster_size,disease_gene_count,disease_genes,odds_ratio,odds_ratio_ci_lower,odds_ratio_ci_upper,p_value,enrichment_fold,p_adj_fdr
rheumatoid arthritis,225,25,1,['STAT3'],0.8461934156378601,0.11306147919940113,6.333220666660631,0.7010739987291985,0.8541463414634146,0.7903202045804605
rheumatoid arthritis,178,26,1,['NKX2-3'],0.8118518518518518,0.10864572971774805,6.066537829582197,0.715275581640094,0.8212945590994372,0.7903202045804605
rheumatoid arthritis,41,78,3,"['MTMR3', 'NFKBIL1', 'TESPA1']",0.8070886075949367,0.249014582749397,2.6158790112508425,0.7197559006000622,0.8212945590994372,0.7903202045804605
rheumatoid arthritis,114,28,1,['DAP'],0.7508001828989483,0.10076036843251451,5.594470558319167,0.7417091212892617,0.7626306620209059,0.7987636690807434
rheumatoid arthritis,207,45,1,['FEN1'],0.4559483726150393,0.06203579856057022,3.351112153208202,0.8876996797598529,0.4745257452574526,0.9379468314443729
rheumatoid arthritis,93,84,2,"['TUFM', 'MRPL39']",0.48384146341463413,0.11688172738674926,2.0029012828035486,0.9140660090019547,0.5084204413472706,0.9479203056316566
rheumatoid arthritis,10,110,1,['TUFM'],0.17669045191980973,0.024356543812085966,1.2817711757665367,0.9957106820694626,0.19412416851441242,0.9993361991910865
rheumatoid arthritis,57,146,1,['MRPL39'],0.129757343550447,0.017926171516676536,0.9392394906857532,0.9993361991910865,0.14625793518209154,0.9993361991910865
systemic lupus erythematosus,216,5,3,"['GPS2', 'PPP1R3B', 'ANKRD49']",49.85294117647059,8.152276443125759,304.86156367284735,0.0002656754419187933,19.455555555555556,0.01381512297977725
systemic lupus erythematosus,131,11,3,"['ZNF76', 'RASGRP1', 'PPCDC']",12.419117647058824,3.2007511780088906,48.18696441984391,0.003841139769946906,8.843434343434343,0.09986963401861955
systemic lupus erythematosus,162,132,9,"['COG6', 'COQ10B', 'PDCD5', 'IKZF1', 'PTPRC', 'IKBKB', 'MAF', 'GPS2', 'ANKRD49']",2.559349593495935,1.2225169763021957,5.3580199446724395,0.0171795908355504,2.2108585858585856,0.27063826223632165
systemic lupus erythematosus,193,35,4,"['ZNF236', 'GLS', 'ANKRD49', 'IRF8']",4.299354838709678,1.4620312401655513,12.64299388503029,0.020818327864332437,3.7058201058201057,0.27063826223632165
systemic lupus erythematosus,92,42,4,"['SMAD3', 'IL12RB2', 'RASGRP1', 'NEMP2']",3.4926315789473685,1.200390470555958,10.162089457950037,0.03797368251998925,3.0881834215167547,0.39492629820788816
systemic lupus erythematosus,77,46,4,"['SMAD3', 'IL12RB2', 'RASGRP1', 'NEMP2']",3.1523809523809523,1.0883511485920396,9.130789894226723,0.05058386390055205,2.819645732689211,0.4383934871381177
systemic lupus erythematosus,199,17,2,"['PTPN2', 'ANXA6']",4.312820512820513,0.9613371848777248,19.348487781809077,0.09450692487176328,3.814814814814815,0.5773660762787992
systemic lupus erythematosus,115,5,1,['RAD51B'],7.985849056603773,0.8775109438471645,72.67577185449527,0.14513129379048514,6.485185185185186,0.5773660762787992
systemic lupus erythematosus,23,5,1,['UBE2H'],7.985849056603773,0.8775109438471645,72.67577185449527,0.14513129379048514,6.485185185185186,0.5773660762787992
systemic lupus erythematosus,20,5,1,['ZCRB1'],7.985849056603773,0.8775109438471645,72.67577185449527,0.14513129379048514,6.485185185185186,0.5773660762787992
systemic lupus erythematosus,49,23,2,"['FAM98B', 'ADAT2']",3.06959706959707,0.7012415008439942,13.436777712583119,0.15664912502758474,2.819645732689211,0.5773660762787992
systemic lupus erythematosus,6,6,1,['DNAJC24'],6.384905660377359,0.733099430747079,55.60912828751544,0.17157053212686194,5.40432098765432,0.5773660762787992
systemic lupus erythematosus,4,6,1,['DNAJC24'],6.384905660377359,0.733099430747079,55.60912828751544,0.17157053212686194,5.40432098765432,0.5773660762787992
systemic lupus erythematosus,5,6,1,['DNAJC24'],6.384905660377359,0.733099430747079,55.60912828751544,0.17157053212686194,5.40432098765432,0.5773660762787992
systemic lupus erythematosus,221,6,1,['PTPRC'],6.384905660377359,0.733099430747079,55.60912828751544,0.17157053212686194,5.40432098765432,0.5773660762787992
systemic lupus erythematosus,178,26,2,"['TPST2', 'NKX2-3']",2.6810897435897436,0.6172611447253461,11.645382630362336,0.19006989720379508,2.4943019943019946,0.5773660762787992
systemic lupus erythematosus,30,52,3,"['KLF10', 'UBE2L3', 'MED13']",1.978391356542617,0.5967278029929767,6.559158698507303,0.21422428530171425,1.8707264957264957,0.5773660762787992
systemic lupus erythematosus,21,8,1,['PDHB'],4.555256064690027,0.5505652147095413,37.68919150811666,0.22206387549184586,4.0532407407407405,0.5773660762787992
systemic lupus erythematosus,0,8,1,['ARID5B'],4.555256064690027,0.5505652147095413,37.68919150811666,0.22206387549184586,4.0532407407407405,0.5773660762787992
systemic lupus erythematosus,229,8,1,['TNFAIP3'],4.555256064690027,0.5505652147095413,37.68919150811666,0.22206387549184586,4.0532407407407405,0.5773660762787992
systemic lupus erythematosus,63,9,1,['ZFYVE26'],3.983490566037736,0.48936898639365944,32.42583312573655,0.24616516678469746,3.602880658436214,0.5818449396729213
systemic lupus erythematosus,8,9,1,['SMG7'],3.983490566037736,0.48936898639365944,32.42583312573655,0.24616516678469746,3.602880658436214,0.5818449396729213
systemic lupus erythematosus,168,10,1,['RAD51B'],3.538784067085954,0.4403206117395345,28.440623353941934,0.26953318113235897,3.242592592592593,0.6015026225164869
systemic lupus erythematosus,197,12,1,['DMAC1'],2.8919382504288165,0.3666287786547376,22.811375787194265,0.31415634279991955,2.70216049382716,0.6015026225164869
systemic lupus erythematosus,121,12,1,['ARID5B'],2.8919382504288165,0.3666287786547376,22.811375787194265,0.31415634279991955,2.70216049382716,0.6015026225164869
systemic lupus erythematosus,31,37,2,"['UBE2L3', 'MED13']",1.8263736263736263,0.4277861598196222,7.797448670428322,0.3171870021030029,1.7527527527527529,0.6015026225164869
systemic lupus erythematosus,94,13,1,['ADAT2'],2.64937106918239,0.33825582766894585,20.75106025694365,0.33545338563419463,2.4943019943019946,0.6015026225164869
systemic lupus erythematosus,182,13,1,['GPS2'],2.64937106918239,0.33825582766894585,20.75106025694365,0.33545338563419463,2.4943019943019946,0.6015026225164869
systemic lupus erythematosus,219,13,1,['ADO'],2.64937106918239,0.33825582766894585,20.75106025694365,0.33545338563419463,2.4943019943019946,0.6015026225164869
systemic lupus erythematosus,181,14,1,['HEATR3'],2.444121915820029,0.3139257946440659,19.029121025766248,0.35610097894590537,2.316137566137566,0.6172416968395693
systemic lupus erythematosus,108,17,1,['DRAP1'],1.982311320754717,0.25808188750644034,15.22601299284999,0.41433864590589997,1.9074074074074074,0.6950196641002193
systemic lupus erythematosus,76,18,1,['PTPRC'],1.8645948945615982,0.2435990519696971,14.272280999097106,0.43257723478772325,1.801440329218107,0.7029380065300502
systemic lupus erythematosus,143,19,1,['CSK'],1.759958071278826,0.2306395228750771,13.429842266614381,0.45025803647350654,1.7066276803118907,0.7094975120188588
systemic lupus erythematosus,213,22,1,['ADO'],1.5058400718778078,0.1988262449624226,11.404703249822582,0.500118730604283,1.473905723905724,0.7648874703359623
systemic lupus erythematosus,225,25,1,['FAM98B'],1.315251572327044,0.1746461987406616,9.905092186275017,0.5455333688471226,1.297037037037037,0.7825221117528117
systemic lupus erythematosus,158,26,1,['DOT1L'],1.26188679245283,0.16782607474728314,9.488145863893354,0.5597519077128557,1.2471509971509973,0.7825221117528117
systemic lupus erythematosus,35,28,1,['DRAP1'],1.16701607267645,0.15564730365950316,8.750080996356608,0.5868915838146088,1.158068783068783,0.7825221117528117
systemic lupus erythematosus,114,28,1,['LAT2'],1.16701607267645,0.15564730365950316,8.750080996356608,0.5868915838146088,1.158068783068783,0.7825221117528117
systemic lupus erythematosus,58,28,1,['PDSS1'],1.16701607267645,0.15564730365950316,8.750080996356608,0.5868915838146088,1.158068783068783,0.7825221117528117
systemic lupus erythematosus,67,32,1,['LAT2'],1.0139987827145465,0.13585720581887936,7.568192832681527,0.6363368627762803,1.0133101851851851,0.8272379216091643
systemic lupus erythematosus,152,81,2,"['RTKN2', 'LBH']",0.7877312560856865,0.18845977960053908,3.2925886527597235,0.7242953623876303,0.8006401463191586,0.8872204242255667
systemic lupus erythematosus,118,42,1,['TRIB2'],0.762080073630925,0.10287638573978868,5.64528034737031,0.7359338200026634,0.7720458553791887,0.8872204242255667
systemic lupus erythematosus,98,122,3,"['JADE2', 'COG6', 'KPNA4']",0.7800296589223925,0.2398719468237478,2.5365461733032744,0.7398590064660195,0.7973588342440802,0.8872204242255667
systemic lupus erythematosus,207,45,1,['IL7R'],0.7088336192109777,0.09584113848642764,5.2424784143698995,0.7601964049147508,0.7205761316872429,0.8872204242255667
systemic lupus erythematosus,232,46,1,['RAD51B'],0.6926624737945493,0.0937000334482635,5.120396278920178,0.7677869055798173,0.7049114331723028,0.8872204242255667
systemic lupus erythematosus,95,53,1,['AP3D1'],0.5968795355587808,0.08097520268862983,4.399682472408197,0.8147022579265677,0.6118099231306778,0.920967769830033
systemic lupus erythematosus,78,67,1,['COG6'],0.4662664379645512,0.06350420932584094,3.4234642629222543,0.8823480143489166,0.4839690436705362,0.971695958774952
systemic lupus erythematosus,41,78,1,['DRAP1'],0.3969615290370007,0.05417777790654862,2.9085440862340457,0.9178839501388135,0.4157169990503324,0.971695958774952
systemic lupus erythematosus,93,84,1,['PDSS1'],0.36690156853830413,0.05012041996288311,2.685866580837887,0.9325777361076644,0.38602292768959434,0.971695958774952
systemic lupus erythematosus,110,137,2,"['CSK', 'IL23R']",0.445014245014245,0.10721896357226818,1.8470396622712764,0.9343230372836077,0.4733711814003785,0.971695958774952
systemic lupus erythematosus,10,110,1,['PDSS1'],0.27488315734810453,0.037654263117311286,2.0066984170757616,0.9715483831397173,0.29478114478114475,0.9905983514365745
systemic lupus erythematosus,57,146,1,['TIMMDC1'],0.20195185426154846,0.027724523410383856,1.471064113022855,0.9915819883699476,0.22209538305428717,0.9915819883699476
inflammatory bowel disease,81,7,3,"['CARMIL2', 'CD28', 'BCL10']",10.059917355371901,2.2260581389457386,45.462396253874154,0.009828530602586084,6.05184331797235,0.697825672783612
inflammatory bowel disease,31,37,6,"['TSPYL5', 'MED15', 'SGF29', 'RNFT1', 'CD274', 'UBE2L3']",2.617823947512302,1.0707831419986604,6.39999076505583,0.04224392446868507,2.289886660854403,0.8165726974923038
inflammatory bowel disease,226,20,4,"['RPL26L1', 'PLEKHH2', 'WIPI2', 'ING5']",3.35625,1.1046898988043314,10.196901478588803,0.04784112220350656,2.824193548387097,0.8165726974923038
inflammatory bowel disease,221,6,2,"['PTPRC', 'TNFRSF1A']",6.651639344262295,1.2062422891285915,36.67945185216557,0.06181568565169516,4.706989247311828,0.8165726974923038
inflammatory bowel disease,162,132,14,"['COG6', 'CARMIL2', 'PRKCQ', 'COQ10B', 'OSR1', 'ICE2', 'IKZF1', 'CD28', 'PTPRC', 'NR4A3', 'FOXO1', 'BCL10', 'DNAAF5', 'TPGS2']",1.6275808936825886,0.9050339351380583,2.9269836882707825,0.07676993693656355,1.4976783968719454,0.8165726974923038
inflammatory bowel disease,222,7,2,"['HPS1', 'SYK']",5.3180327868852455,1.0211801124223097,27.694891800527575,0.0826105476713388,4.034562211981567,0.8165726974923038
inflammatory bowel disease,104,8,2,"['UFL1', 'TMEM131L']",4.4289617486338795,0.8845184301829994,22.17670260053683,0.10517408583753085,3.530241935483871,0.8165726974923038
inflammatory bowel disease,199,17,3,"['XIAP', 'PTPN2', 'ITPKC']",2.85655253837072,0.8098022273449363,10.076401532292266,0.11384132413128353,2.491935483870968,0.8165726974923038
inflammatory bowel disease,114,28,4,"['DAP', 'HPS1', 'VWF', 'IL21']",2.2263888888888888,0.7601261546455619,6.521032665793751,0.13134413329958272,2.0172811059907834,0.8165726974923038
inflammatory bowel disease,143,19,3,"['CTH', 'RELT', 'SCAPER']",2.4963842975206614,0.7174446775091121,8.686292833817246,0.1466397858849921,2.2296264855687604,0.8165726974923038
inflammatory bowel disease,92,42,5,"['RASGRP1', 'CD244', 'NDRG1', 'IL12RB2', 'SMAD3']",1.8055870997047467,0.6967012751253117,4.6794011881689395,0.17171689304271212,1.6810675883256527,0.8165726974923038
inflammatory bowel disease,131,11,2,"['RASGRP1', 'PPCDC']",2.947176684881603,0.6297920245614319,13.791617030968721,0.18017071452137018,2.567448680351906,0.8165726974923038
inflammatory bowel disease,78,67,7,"['COG6', 'ULK4', 'MYT1L', 'MTMR3', 'MMP9', 'CISD1', 'ATP2A2']",1.5625356125356125,0.6985528780953386,3.495107696211972,0.1913438762742795,1.4753249879634087,0.8165726974923038
inflammatory bowel disease,77,46,5,"['RASGRP1', 'C8orf33', 'IL12RB2', 'SMAD3', 'JUND']",1.6253330600532896,0.6305004772560198,4.18985813872668,0.2225867894222027,1.5348877980364657,0.8165726974923038
inflammatory bowel disease,193,35,4,"['PTK6', 'ASXL1', 'FAM118A', 'IRF8']",1.7161290322580645,0.5959280999924498,4.942037227974843,0.2322742638510894,1.6138248847926266,0.8165726974923038
inflammatory bowel disease,84,13,2,"['NFKB1', 'RIPK1']",2.4083457526080476,0.5278617160287769,10.987971068902116,0.23358682243890272,2.172456575682382,0.8165726974923038
inflammatory bowel disease,98,122,11,"['COG6', 'RAVER1', 'MBD2', 'ING5', 'ALAS1', 'BRPF1', 'CISD1', 'ARPC2', 'NR4A3', 'SYK', 'ATP2A2']",1.3295064976480906,0.6951996727001163,2.5425609313411814,0.24033908952916064,1.2732020095187733,0.8165726974923038
inflammatory bowel disease,190,14,2,"['ARPC2', 'ATP2A2']",2.2062841530054644,0.4882466965005643,9.969734150157048,0.260681524183016,2.0172811059907834,0.8165726974923038
inflammatory bowel disease,194,15,2,"['DOCK2', 'CTNNB1']",2.0353089533417403,0.4541121121130324,9.122158218325502,0.2878110227187052,1.8827956989247312,0.8165726974923038
inflammatory bowel disease,30,52,5,"['TSPYL5', 'SGF29', 'RNFT1', 'CD274', 'UBE2L3']",1.4124798855712497,0.5514108264948989,3.6181723884992083,0.30582573225039095,1.3577853598014888,0.8165726974923038
inflammatory bowel disease,82,5,1,['DAP'],3.298780487804878,0.3658811201078006,29.741771599245144,0.307662800992333,2.824193548387097,0.8165726974923038
inflammatory bowel disease,14,5,1,['ZNF644'],3.298780487804878,0.3658811201078006,29.741771599245144,0.307662800992333,2.824193548387097,0.8165726974923038
inflammatory bowel disease,124,5,1,['CBX1'],3.298780487804878,0.3658811201078006,29.741771599245144,0.307662800992333,2.824193548387097,0.8165726974923038
inflammatory bowel disease,80,5,1,['SMARCE1'],3.298780487804878,0.3658811201078006,29.741771599245144,0.307662800992333,2.824193548387097,0.8165726974923038
inflammatory bowel disease,95,53,5,"['ARHGAP45', 'MYRFL', 'ANKZF1', 'FADS1', 'PRXL2B']",1.3821778711484594,0.540069801849595,3.537349544354865,0.3202069840577194,1.3321667681071212,0.8165726974923038
inflammatory bowel disease,108,17,2,"['PPIF', 'CD2BP2']",1.7617486338797814,0.39829522771375325,7.792607174314135,0.3416348290092227,1.6612903225806452,0.8165726974923038
inflammatory bowel disease,88,6,1,['IL21'],2.6373983739837397,0.3057186385079614,22.75252244037105,0.3568322240604603,2.353494623655914,0.8165726974923038
inflammatory bowel disease,161,6,1,['CEPT1'],2.6373983739837397,0.3057186385079614,22.75252244037105,0.3568322240604603,2.353494623655914,0.8165726974923038
inflammatory bowel disease,209,6,1,['CYTH3'],2.6373983739837397,0.3057186385079614,22.75252244037105,0.3568322240604603,2.353494623655914,0.8165726974923038
inflammatory bowel disease,128,6,1,['MPI'],2.6373983739837397,0.3057186385079614,22.75252244037105,0.3568322240604603,2.353494623655914,0.8165726974923038
inflammatory bowel disease,207,45,4,"['FEN1', 'MED15', 'CYTH3', 'IL7R']",1.2894308943089432,0.4542412032418556,3.6602404610862904,0.39633197261047387,1.2551971326164875,0.8165726974923038
inflammatory bowel disease,228,32,3,"['SRPK1', 'ASXL1', 'SMAD7']",1.3662011969222,0.41026846406304907,4.549474000479871,0.39799889980733383,1.3238407258064517,0.8165726974923038
inflammatory bowel disease,102,7,1,['RHBDF2'],2.196476964769648,0.2623413879416226,18.390201769601287,0.40253583679198074,2.0172811059907834,0.8165726974923038
inflammatory bowel disease,192,7,1,['SCAP'],2.196476964769648,0.2623413879416226,18.390201769601287,0.40253583679198074,2.0172811059907834,0.8165726974923038
inflammatory bowel disease,105,7,1,['UFL1'],2.196476964769648,0.2623413879416226,18.390201769601287,0.40253583679198074,2.0172811059907834,0.8165726974923038
inflammatory bowel disease,91,8,1,['B3GAT2'],1.8815331010452963,0.22963947722642913,15.416194345532556,0.4450160869283306,1.7651209677419355,0.8416738158503778
inflammatory bowel disease,229,8,1,['TNFAIP3'],1.8815331010452963,0.22963947722642913,15.416194345532556,0.4450160869283306,1.7651209677419355,0.8416738158503778
inflammatory bowel disease,213,22,2,"['PPP2R5C', 'ADO']",1.3172131147540984,0.30432348871331216,5.701335762862186,0.46915192911291054,1.283724340175953,0.8416738158503778
inflammatory bowel disease,206,9,1,['DLD'],1.6453252032520325,0.2041249986414862,13.261947544263961,0.4844985913579845,1.5689964157706093,0.8416738158503778
inflammatory bowel disease,103,10,1,['FOXO1'],1.4616079494128276,0.18367240556516887,11.631022042822813,0.5211932955322727,1.4120967741935484,0.8416738158503778
inflammatory bowel disease,168,10,1,['DLD'],1.4616079494128276,0.18367240556516887,11.631022042822813,0.5211932955322727,1.4120967741935484,0.8416738158503778
inflammatory bowel disease,16,11,1,['FOXK1'],1.3146341463414635,0.16691588234584523,10.354095215133777,0.5552955536333631,1.283724340175953,0.8416738158503778
inflammatory bowel disease,129,11,1,['RFT1'],1.3146341463414635,0.16691588234584523,10.354095215133777,0.5552955536333631,1.283724340175953,0.8416738158503778
inflammatory bowel disease,217,11,1,['IFNLR1'],1.3146341463414635,0.16691588234584523,10.354095215133777,0.5552955536333631,1.283724340175953,0.8416738158503778
inflammatory bowel disease,118,42,3,"['KDELR2', 'PRKCSH', 'MPI']",1.0095359186268278,0.30749644639903867,3.3143887772775873,0.5817031622507465,1.0086405529953917,0.8416738158503778
inflammatory bowel disease,197,12,1,['THAP12'],1.1943828529194382,0.1529390000959708,9.327577651565667,0.5869871348686868,1.176747311827957,0.8416738158503778
inflammatory bowel disease,121,12,1,['ING5'],1.1943828529194382,0.1529390000959708,9.327577651565667,0.5869871348686868,1.176747311827957,0.8416738158503778
inflammatory bowel disease,33,12,1,['ZAP70'],1.1943828529194382,0.1529390000959708,9.327577651565667,0.5869871348686868,1.176747311827957,0.8416738158503778
inflammatory bowel disease,35,28,2,"['CARD6', 'SYK']",1.0094577553593946,0.23679354287789797,4.303347749565431,0.6012738973393299,1.0086405529953917,0.8416738158503778
inflammatory bowel disease,210,13,1,['MED15'],1.0941734417344173,0.14110446236213897,8.48460424677665,0.6164371609045021,1.086228287841191,0.8416738158503778
inflammatory bowel disease,116,13,1,['CYCS'],1.0941734417344173,0.14110446236213897,8.48460424677665,0.6164371609045021,1.086228287841191,0.8416738158503778
inflammatory bowel disease,219,13,1,['ADO'],1.0941734417344173,0.14110446236213897,8.48460424677665,0.6164371609045021,1.086228287841191,0.8416738158503778
inflammatory bowel disease,232,46,3,"['XRCC2', 'TEDC1', 'GMEB2']",0.9133192389006343,0.27926485616952434,2.986956696189771,0.6447556383415167,0.9209326788218793,0.8637292513631639
inflammatory bowel disease,135,15,1,['CTSF'],0.9367015098722415,0.1221566813309504,7.182658443542957,0.6692309759992143,0.9413978494623656,0.8639163508353495
inflammatory bowel disease,218,15,1,['RPS6KB1'],0.9367015098722415,0.1221566813309504,7.182658443542957,0.6692309759992143,0.9413978494623656,0.8639163508353495
inflammatory bowel disease,152,81,5,"['RHBDF2', 'MAU2', 'UBN1', 'UBE2V2', 'PARK7']",0.8574745687748784,0.3403833159463091,2.1601018664840828,0.6932902192772781,0.8716646754281163,0.8789929565836919
inflammatory bowel disease,134,18,1,['PDK1'],0.7699665231946438,0.10161653647245418,5.834172935043451,0.7352030413896765,0.7844982078853047,0.8847358633672379
inflammatory bowel disease,76,18,1,['PTPRC'],0.7699665231946438,0.10161653647245418,5.834172935043451,0.7352030413896765,0.7844982078853047,0.8847358633672379
inflammatory bowel disease,227,18,1,['OSR1'],0.7699665231946438,0.10161653647245418,5.834172935043451,0.7352030413896765,0.7844982078853047,0.8847358633672379
inflammatory bowel disease,211,20,1,['ELF4'],0.6880616174582799,0.09134270017659284,5.182995340667884,0.7717511328465473,0.7060483870967742,0.913238840535081
inflammatory bowel disease,41,78,4,"['MAX', 'MMP9', 'MTMR3', 'ULK4']",0.6995495495495495,0.2514650296318088,1.9460740644196335,0.8175706656727835,0.7241521918941274,0.9404475992309168
inflammatory bowel disease,225,25,1,['STAT3'],0.5430216802168022,0.07284578719470727,4.047901142139123,0.8426710183922753,0.5648387096774193,0.9404475992309168
inflammatory bowel disease,178,26,1,['NKX2-3'],0.5209756097560976,0.0699998146346348,3.8773757813130763,0.8539739116248117,0.5431141439205955,0.9404475992309168
inflammatory bowel disease,158,26,1,['RAVER1'],0.5209756097560976,0.0699998146346348,3.8773757813130763,0.8539739116248117,0.5431141439205955,0.9404475992309168
inflammatory bowel disease,110,137,7,"['DOCK2', 'AHR', 'PIK3C2B', 'CARD6', 'SP140L', 'IL23R', 'C1orf115']",0.6889546351084813,0.31474182777364695,1.5080883675201282,0.8697303261529521,0.7215093006828349,0.9404475992309168
inflammatory bowel disease,58,28,1,['COX19'],0.4817825956037338,0.06491761459953534,3.5755236981294196,0.8742188950597255,0.5043202764976958,0.9404475992309168
inflammatory bowel disease,10,110,5,"['COX4I1', 'TUFM', 'COX19', 'MYCN', 'CYCS']",0.6090436174469788,0.24360091592393648,1.5227123697216502,0.9037535221285722,0.6418621700879765,0.9467308367701474
inflammatory bowel disease,67,32,1,['VWF'],0.41856805664830843,0.05665889423842338,3.092175030968566,0.9067281253573242,0.4412802419354839,0.9467308367701474
inflammatory bowel disease,93,84,3,"['COX4I1', 'TUFM', 'MYCN']",0.4732170186715641,0.14729293753734854,1.5203332250985981,0.946298867173594,0.5043202764976958,0.9737278198452923
inflammatory bowel disease,196,51,1,['XRCC2'],0.25642276422764226,0.03512237656209527,1.8721009353651337,0.9776859600119868,0.27688172043010756,0.9916529022978723
inflammatory bowel disease,57,146,3,"['NUBPL', 'MRPS31', 'MRM2']",0.2572964225856788,0.08079345137776951,0.81939127424879,0.9988297225768928,0.2901568714096332,0.9988297225768928
multiple sclerosis,81,7,3,"['MALT1', 'CD28', 'BCL10']",35.583333333333336,7.682469830181293,164.81335287993343,0.00033650073953436267,19.24175824175824,0.012450527362771418
multiple sclerosis,221,6,2,"['PTPRC', 'TNFRSF1A']",23.08108108108108,4.098575273274305,129.98085147911468,0.006854754499808952,14.965811965811966,0.11669869071499839
multiple sclerosis,75,7,2,"['PPA2', 'METTL1']",18.454054054054055,3.467381350207446,98.21593780262282,0.009462056003918789,12.827838827838828,0.11669869071499839
multiple sclerosis,162,132,6,"['MALT1', 'IKZF1', 'CD28', 'PTPRC', 'MAF', 'BCL10']",2.2886002886002887,0.9411541919324372,5.565178719787633,0.06792584873988428,2.040792540792541,0.46836370115679704
multiple sclerosis,77,46,3,"['SLAMF7', 'TM2D1', 'IFI30']",3.2344961240310077,0.9586576118127695,10.913140465852667,0.08028242581280406,2.92809364548495,0.46836370115679704
multiple sclerosis,89,5,1,['KIFAP3'],11.236842105263158,1.2267847867975898,102.92483397044921,0.1066297791636612,8.979487179487181,0.46836370115679704
multiple sclerosis,178,26,2,"['STARD10', 'CD5']",3.8018018018018016,0.8664373383549473,16.681756776117005,0.11240888749158243,3.4536489151873773,0.46836370115679704
multiple sclerosis,5,6,1,['DNAJC24'],8.98421052631579,1.0247647449853678,78.76543292120762,0.12658478409643165,7.482905982905983,0.46836370115679704
multiple sclerosis,4,6,1,['DNAJC24'],8.98421052631579,1.0247647449853678,78.76543292120762,0.12658478409643165,7.482905982905983,0.46836370115679704
multiple sclerosis,6,6,1,['DNAJC24'],8.98421052631579,1.0247647449853678,78.76543292120762,0.12658478409643165,7.482905982905983,0.46836370115679704
multiple sclerosis,91,8,1,['TM2D1'],6.409774436090226,0.7694940097443932,53.39249922842576,0.16520036245262135,5.612179487179487,0.5556739464315446
multiple sclerosis,31,37,2,"['TADA2B', 'SCYL3']",2.58996138996139,0.6004385556973384,11.171667671640943,0.19836557935548385,2.426888426888427,0.6116272030127419
multiple sclerosis,217,11,1,['TRIM14'],4.478947368421053,0.5591912544646664,35.87497009103075,0.220023106514294,4.081585081585082,0.6262196108483752
multiple sclerosis,219,13,1,['ADO'],3.7280701754385963,0.47268872785728266,29.40308582351279,0.2546055723355951,3.4536489151873773,0.641814403984467
multiple sclerosis,152,81,3,"['ITPR1', 'TM2D1', 'LBH']",1.7457264957264957,0.5260554828958438,5.793231126696404,0.2684053700999101,1.6628679962013295,0.641814403984467
multiple sclerosis,108,17,1,['TMEM87B'],2.789473684210526,0.36063498878711436,21.57628537672568,0.31934646204765527,2.641025641025641,0.641814403984467
multiple sclerosis,199,17,1,['CTDSP2'],2.789473684210526,0.36063498878711436,21.57628537672568,0.31934646204765527,2.641025641025641,0.641814403984467
multiple sclerosis,30,52,2,"['TADA2B', 'SCYL3']",1.7967567567567568,0.4212811787322294,7.6631357058631435,0.3235886137087332,1.7268244575936886,0.641814403984467
multiple sclerosis,76,18,1,['PTPRC'],2.623839009287926,0.34039490897280306,20.225129592672914,0.33465527864519945,2.494301994301994,0.641814403984467
multiple sclerosis,143,19,1,['BCL6'],2.4766081871345027,0.3222840971335921,19.031618895049526,0.3496284143248514,2.3630229419703106,0.641814403984467
multiple sclerosis,211,20,1,['OS9'],2.344875346260388,0.3059835841054272,17.96972345943002,0.36427304009929207,2.2448717948717953,0.641814403984467
multiple sclerosis,213,22,1,['ADO'],2.119047619047619,0.27782701116714226,16.16244148805948,0.3926047033145899,2.040792540792541,0.6536216485593914
multiple sclerosis,49,23,1,['METTL1'],2.021531100478469,0.2655847852337171,15.387131407416486,0.4063053491044865,1.9520624303232998,0.6536216485593914
multiple sclerosis,225,25,1,['STAT3'],1.8508771929824561,0.2440384553436731,14.037731793861033,0.43280923354700906,1.795897435897436,0.6672475683849722
multiple sclerosis,35,28,1,['CARD6'],1.642300194931774,0.21749084418588815,12.401211372225418,0.470416362877207,1.6034798534798536,0.669438670248333
multiple sclerosis,58,28,1,['SCO2'],1.642300194931774,0.21749084418588815,12.401211372225418,0.470416362877207,1.6034798534798536,0.669438670248333
multiple sclerosis,228,32,1,['SMAD7'],1.4269949066213923,0.18983854370203665,10.726559653341615,0.5168002240823243,1.4030448717948718,0.707361889262269
multiple sclerosis,193,35,1,['IRF8'],1.2987616099071206,0.1732482480754336,9.736212274043302,0.5489659522518754,1.282783882783883,0.707361889262269
multiple sclerosis,93,84,2,"['SCO2', 'POLG']",1.074489123269611,0.2545557390076219,4.535458051449111,0.5668443241532987,1.068986568986569,0.707361889262269
multiple sclerosis,110,137,3,"['CEP57', 'CARD6', 'STARD10']",0.9813432835820896,0.29826380475128755,3.228801567239177,0.6001905360782918,0.9831555306007862,0.707361889262269
multiple sclerosis,92,42,1,['SLAMF7'],1.0725288831835686,0.14375709564168657,8.001818624175272,0.6161196656471609,1.068986568986569,0.707361889262269
multiple sclerosis,207,45,1,['IL7R'],0.9976076555023924,0.1339276293838308,7.431035992317311,0.6418200526073485,0.9977207977207978,0.707361889262269
multiple sclerosis,57,146,3,"['POLG', 'TSFM', 'TIMMDC1']",0.9143356643356644,0.2781069240181051,3.00607297005563,0.6447808030269663,0.922550052687039,0.707361889262269
multiple sclerosis,232,46,1,['MCPH1'],0.9748538011695906,0.13093615478188297,7.258040647656882,0.6500082225653283,0.9760312151616499,0.707361889262269
