target_contrast_gene_name,gate_pass,best_condition,fail_primary,failure_reasons,n_cells_best,de_genes_best,significant_any,offtarget_any,n_conditions
ANO9,False,Stim48hr,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),223,2,False,False,3
ANP32A,False,Stim48hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),282,4,True,False,3
ANP32B,True,Stim8hr,PASS,,337,274,True,False,3
ANP32E,False,Stim48hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),791,2,True,False,3
ANPEP,False,Stim48hr,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),784,1,False,False,3
ANTKMT,False,Stim48hr,Off-target flagged,Off-target flagged; Too few downstream DE genes (<50),602,49,True,True,3
ANTXR2,False,Stim48hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),795,2,True,False,3
ANXA1,False,Stim48hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),468,5,True,False,3
ANXA11,False,Rest,Too few downstream DE genes (<50),Too few downstream DE genes (<50),789,1,True,False,3
ANXA2,False,Stim48hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),467,2,True,False,3
ANXA2R,False,Rest,Too few downstream DE genes (<50),Too few downstream DE genes (<50),548,2,True,False,3
ANXA3,False,Stim48hr,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),545,0,False,False,3
ANXA4,False,Stim48hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),733,2,True,False,3
ANXA5,False,Stim48hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),516,4,True,False,3
ANXA6,False,Stim48hr,Too few cells (n<200),Too few cells (n<200),110,120,True,False,3
ANXA7,False,Stim48hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),257,4,True,False,3
ANXA9,False,Stim8hr,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),693,4,False,False,3
AOAH,False,Stim48hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),362,2,True,False,3
AOC2,False,Stim48hr,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),681,0,False,False,3
AOC3,False,Rest,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),946,1,False,False,3
AOPEP,False,Stim48hr,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),596,2,False,False,3
AP1AR,False,Stim8hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),726,1,True,False,2
AP1B1,False,Rest,Too few downstream DE genes (<50),Too few downstream DE genes (<50),592,4,True,False,3
AP1G1,False,Stim48hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),266,1,True,False,3
AP1G2,False,Stim8hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),758,3,True,False,3
AP1M1,False,Rest,Too few downstream DE genes (<50),Too few downstream DE genes (<50),202,29,True,False,3
AP1S1,False,Rest,Too few downstream DE genes (<50),Too few downstream DE genes (<50),209,4,True,False,3
AP1S2,True,Rest,PASS,,328,221,True,False,3
AP1S3,False,Stim48hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),592,5,True,False,3
AP2A1,False,Stim48hr,Too few cells (n<200),Too few cells (n<200),116,55,True,False,3
AP2A2,False,Rest,Too few downstream DE genes (<50),Too few downstream DE genes (<50),373,3,True,False,3
AP2B1,False,Stim48hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),324,12,True,False,3
AP2S1,False,Stim48hr,Too few cells (n<200),Too few cells (n<200); Too few downstream DE genes (<50),60,33,True,False,3
AP3B1,False,Rest,Too few downstream DE genes (<50),Too few downstream DE genes (<50),407,7,True,False,3
AP3D1,True,Rest,PASS,,369,72,True,False,3
AP3M1,False,Stim48hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),851,3,True,False,3
AP3M2,False,Stim48hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),966,3,True,False,3
AP3S1,False,Stim48hr,Off-target flagged,Off-target flagged; Too few downstream DE genes (<50),212,4,True,True,3
AP3S2,False,Stim48hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),1500,3,True,False,3
AP4B1,False,Stim48hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),501,1,True,True,3
AP4E1,False,Stim8hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),213,2,True,False,3
AP4M1,False,Rest,Too few cells (n<200),Too few cells (n<200); Not statistically significant,113,134,True,False,3
AP4S1,False,Stim48hr,Off-target flagged,Off-target flagged; Too few downstream DE genes (<50),1418,2,True,True,3
AP5B1,False,Stim48hr,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),1018,1,False,False,3
AP5M1,False,Stim8hr,Off-target flagged,Off-target flagged; Too few downstream DE genes (<50),486,4,True,True,3
AP5S1,False,Stim48hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),494,2,True,False,3
AP5Z1,False,Stim48hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),949,1,True,False,3
APAF1,False,Rest,Off-target flagged,Off-target flagged,348,90,True,True,3
APBA1,False,Stim48hr,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),428,2,False,False,3
APBA2,False,Rest,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),937,8,False,False,3
APBA3,False,Stim8hr,Too few cells (n<200),Too few cells (n<200); Not statistically significant; Too few downstream DE genes (<50),187,2,False,False,3
APBB1,False,Rest,Too few downstream DE genes (<50),Too few downstream DE genes (<50),465,7,True,False,3
APBB1IP,False,Rest,Too few downstream DE genes (<50),Too few downstream DE genes (<50),475,31,True,False,3
APBB2,False,Stim8hr,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),323,1,False,False,3
APBB3,False,Stim8hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),1466,4,True,False,3
APC,False,Rest,Too few cells (n<200),Too few cells (n<200),128,337,True,False,3
APEH,False,Stim8hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),1047,3,True,False,3
APEX1,False,Stim8hr,Off-target flagged,Off-target flagged,667,210,True,True,3
APEX2,False,Stim8hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),733,20,True,False,3
APH1A,False,Stim8hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),343,13,True,True,3
APH1B,False,Rest,Too few downstream DE genes (<50),Too few downstream DE genes (<50),518,1,True,False,3
API5,False,Stim8hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),221,17,True,False,3
APIP,False,Rest,Off-target flagged,Off-target flagged; Too few downstream DE genes (<50),573,5,True,True,3
APLF,False,Stim48hr,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),274,6,False,False,3
APLP1,False,Stim48hr,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),679,2,False,False,3
APLP2,False,Rest,Too few downstream DE genes (<50),Too few downstream DE genes (<50),839,2,True,False,3
APMAP,False,Stim8hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),723,40,True,False,3
APOA1,False,Rest,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),750,0,False,False,3
APOA4,False,Stim8hr,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),206,2,False,False,3
APOBEC2,False,Stim48hr,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),1254,4,False,False,3
APOBEC3A,False,Rest,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),892,24,False,False,3
APOBEC3B,True,Stim8hr,PASS,,914,185,True,False,3
APOBEC3C,False,Stim48hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),405,4,True,False,3
APOBEC3D,False,Stim48hr,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),630,4,False,False,3
APOBEC3F,False,Stim48hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),499,1,True,False,3
APOBEC3G,True,Rest,PASS,,323,104,True,False,3
APOBEC3H,False,Rest,Too few downstream DE genes (<50),Too few downstream DE genes (<50),576,3,True,False,3
APOBR,False,Stim48hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),1101,1,True,True,3
APOC1,False,Stim8hr,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),1742,1,False,False,3
APOC3,False,Stim48hr,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),421,0,False,False,3
APOD,False,Stim8hr,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),375,2,False,False,3
APOE,False,Stim48hr,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),453,6,False,False,3
APOL1,False,Rest,Too few downstream DE genes (<50),Too few downstream DE genes (<50),598,1,True,False,3
APOL2,False,Stim8hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),665,6,True,False,3
APOL3,False,Rest,Too few downstream DE genes (<50),Too few downstream DE genes (<50),893,1,True,False,3
APOL6,False,Stim8hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),275,7,True,False,3
APOLD1,False,Stim48hr,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),1075,5,False,False,3
APOM,False,Rest,Too few cells (n<200),Too few cells (n<200); Not statistically significant; Too few downstream DE genes (<50),41,1,False,True,3
APOO,False,Rest,Too few downstream DE genes (<50),Too few downstream DE genes (<50),624,1,True,False,3
APOOL,False,Stim48hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),721,2,True,False,3
APP,False,Stim48hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),283,5,True,False,3
APPBP2,False,Rest,Too few downstream DE genes (<50),Too few downstream DE genes (<50),536,31,True,False,3
APPL2,True,Stim8hr,PASS,,769,460,True,False,3
APRT,False,Stim48hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),316,2,True,False,3
APTX,False,Rest,Too few downstream DE genes (<50),Too few downstream DE genes (<50),567,1,True,False,3
AQP1,False,Stim8hr,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),407,1,False,False,3
AQP11,False,Stim8hr,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),440,1,False,False,3
AQP3,False,Rest,Too few downstream DE genes (<50),Too few downstream DE genes (<50),594,5,True,False,3
AQP5,False,Stim48hr,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),1092,6,False,False,3
AQP9,False,Rest,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),1326,0,False,False,3
AR,False,Rest,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),675,3,False,False,3
ARAF,False,Stim8hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),361,5,True,False,3
ARAP1,False,Rest,Too few downstream DE genes (<50),Too few downstream DE genes (<50),485,3,True,False,3
ARAP2,False,Stim8hr,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),426,1,False,False,3
ARAP3,False,Stim48hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),1365,1,True,False,3
ARB2A,False,Stim48hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),802,2,True,False,3
ARC,False,Rest,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),350,7,False,False,3
AREG,False,Stim8hr,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),230,3,False,False,3
AREL1,False,Rest,Off-target flagged,Off-target flagged; Too few downstream DE genes (<50),277,5,True,True,3
ARF1,True,Rest,PASS,,476,1754,True,False,3
ARF3,False,Stim48hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),417,2,True,False,3
ARF4,True,Stim8hr,PASS,,264,154,True,False,3
ARF5,False,Rest,Off-target flagged,Off-target flagged; Too few downstream DE genes (<50),395,3,True,True,3
ARF6,False,Stim8hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),1535,6,True,False,3
ARFGAP1,False,Stim48hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),335,8,True,False,3
ARFGAP2,False,Rest,Too few downstream DE genes (<50),Too few downstream DE genes (<50),635,2,True,True,3
ARFGAP3,False,Rest,Too few downstream DE genes (<50),Too few downstream DE genes (<50),371,5,True,False,3
ARFGEF1,False,Stim8hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),726,33,True,False,3
ARFGEF2,False,Stim8hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),660,2,True,False,3
ARFIP1,False,Rest,Too few downstream DE genes (<50),Too few downstream DE genes (<50),1073,3,True,False,3
ARFIP2,False,Stim8hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),1133,12,True,False,3
ARFRP1,False,Stim8hr,Too few cells (n<200),Too few cells (n<200); Too few downstream DE genes (<50),100,17,True,False,3
ARG1,False,Stim8hr,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),594,17,False,False,3
ARG2,False,Stim48hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),659,1,True,False,3
ARGFX,False,Rest,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),1346,0,False,False,3
ARGLU1,False,Stim8hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),335,43,True,False,3
ARHGAP1,False,Stim8hr,Off-target flagged,Off-target flagged; Too few downstream DE genes (<50),480,7,True,True,3
ARHGAP10,False,Rest,Too few downstream DE genes (<50),Too few downstream DE genes (<50),601,2,True,False,3
ARHGAP11A,False,Rest,Too few downstream DE genes (<50),Too few downstream DE genes (<50),574,11,True,False,3
ARHGAP11B,False,Stim48hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),508,2,True,False,3
ARHGAP12,False,Rest,Too few downstream DE genes (<50),Too few downstream DE genes (<50),479,4,True,False,3
ARHGAP15,False,Stim8hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),648,19,True,False,3
ARHGAP17,False,Rest,Too few downstream DE genes (<50),Too few downstream DE genes (<50),1099,3,True,False,3
ARHGAP18,False,Stim48hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),318,2,True,False,3
ARHGAP19,False,Stim48hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),982,3,True,False,3
ARHGAP21,False,Stim48hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),363,4,True,False,3
ARHGAP24,False,Rest,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),405,1,False,False,3
ARHGAP25,False,Stim8hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),428,1,True,False,3
ARHGAP26,False,Stim48hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),293,6,True,False,3
ARHGAP27,True,Stim8hr,PASS,,234,934,True,False,3
ARHGAP30,True,Rest,PASS,,1107,1840,True,False,3
ARHGAP31,False,Stim8hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),266,2,True,False,3
ARHGAP32,False,Stim8hr,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),690,2,False,False,3
ARHGAP33,False,Rest,Too few downstream DE genes (<50),Too few downstream DE genes (<50),1014,9,True,False,3
ARHGAP45,True,Stim8hr,PASS,,346,50,True,False,3
ARHGAP5,False,Stim48hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),733,2,True,False,3
ARHGAP6,False,Stim48hr,Too few cells (n<200),Too few cells (n<200); Not statistically significant; Too few downstream DE genes (<50),178,1,False,False,3
ARHGAP9,False,Stim48hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),591,1,True,False,3
ARHGDIA,False,Stim48hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),1040,1,True,False,3
ARHGDIB,False,Stim48hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),1346,4,True,False,3
ARHGEF1,False,Rest,Too few downstream DE genes (<50),Too few downstream DE genes (<50),659,1,True,False,3
ARHGEF10,False,Stim8hr,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),240,1,False,False,3
ARHGEF11,False,Rest,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),669,4,False,False,3
ARHGEF12,False,Rest,Too few downstream DE genes (<50),Too few downstream DE genes (<50),753,1,True,False,3
ARHGEF18,False,Stim8hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),531,11,True,False,3
ARHGEF19,False,Stim8hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),543,1,True,False,3
ARHGEF2,False,Rest,Too few downstream DE genes (<50),Too few downstream DE genes (<50),1127,3,True,False,3
ARHGEF3,False,Stim48hr,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),370,0,False,False,2
ARHGEF39,False,Stim48hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),547,1,True,True,3
ARHGEF40,False,Stim48hr,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),915,0,False,False,3
ARHGEF5,False,Stim8hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),329,38,True,False,3
ARHGEF6,False,Stim48hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),1276,3,True,False,3
ARHGEF7,False,Rest,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),700,1,False,False,3
ARHGEF9,False,Rest,Too few downstream DE genes (<50),Too few downstream DE genes (<50),429,2,True,False,3
ARID1A,False,Rest,Too few cells (n<200),Too few cells (n<200),147,101,True,False,3
ARID1B,False,Rest,Too few downstream DE genes (<50),Too few downstream DE genes (<50),958,1,True,False,3
ARID2,True,Rest,PASS,,790,298,True,False,3
ARID3A,False,Stim48hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),307,15,True,False,3
ARID3B,False,Stim48hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),386,12,True,False,3
ARID3C,False,Rest,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),672,1,False,False,3
ARID4A,False,Stim48hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),466,10,True,False,3
ARID4B,True,Stim8hr,PASS,,272,242,True,False,3
ARID5A,False,Rest,Too few downstream DE genes (<50),Too few downstream DE genes (<50),601,15,True,False,3
ARID5B,False,Stim8hr,Not statistically significant,Not statistically significant,304,61,False,False,3
ARIH1,True,Stim48hr,PASS,,320,871,True,False,3
ARIH2,False,Stim48hr,Off-target flagged,Off-target flagged,1344,61,True,True,3
ARIH2OS,False,Stim8hr,Not statistically significant,Not statistically significant; Off-target flagged; Too few downstream DE genes (<50),919,6,False,True,3
ARK2N,False,Rest,Too few downstream DE genes (<50),Too few downstream DE genes (<50),1340,27,True,False,3
ARL1,True,Stim48hr,PASS,,375,137,True,False,3
ARL10,False,Stim48hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),450,2,True,False,3
ARL13A,False,Stim8hr,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),289,1,False,False,3
ARL13B,False,Rest,Too few downstream DE genes (<50),Too few downstream DE genes (<50),1298,2,True,False,3
ARL14,False,Rest,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),675,0,False,False,3
ARL14EP,False,Stim48hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),351,31,True,False,3
ARL15,False,Stim48hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),333,4,True,False,3
ARL16,False,Stim8hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),364,8,True,False,3
ARL17A,False,Stim48hr,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),212,3,False,False,2
ARL17B,False,Stim8hr,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),554,8,False,False,3
ARL2BP,False,Stim48hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),289,2,True,False,3
ARL3,False,Stim48hr,Off-target flagged,Off-target flagged; Too few downstream DE genes (<50),445,2,True,True,3
ARL4A,False,Stim48hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),549,4,True,False,3
ARL4C,False,Stim48hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),2043,4,True,False,3
ARL4D,False,Stim8hr,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),570,31,False,False,2
ARL5A,False,Stim48hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),454,2,True,False,3
ARL5B,False,Stim48hr,Off-target flagged,Off-target flagged,1379,72,True,True,3
ARL6,False,Stim8hr,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),250,2,False,False,3
ARL6IP1,True,Stim48hr,PASS,,434,118,True,False,3
ARL6IP4,False,Stim48hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),702,1,True,False,3
ARL6IP5,False,Stim48hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),568,3,True,False,3
ARL6IP6,False,Rest,Too few downstream DE genes (<50),Too few downstream DE genes (<50),756,6,True,False,3
ARL8A,False,Stim48hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),682,5,True,False,3
ARL8B,False,Stim48hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),678,24,True,False,3
ARL9,False,Rest,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),1123,3,False,False,3
ARMC1,False,Rest,Too few downstream DE genes (<50),Too few downstream DE genes (<50),435,2,True,False,3
ARMC10,False,Stim48hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),759,3,True,False,3
ARMC12,False,Rest,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),548,1,False,False,3
ARMC2,False,Rest,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),998,5,False,False,3
ARMC5,False,Rest,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),337,3,False,False,3
ARMC6,False,Rest,Off-target flagged,Off-target flagged; Too few downstream DE genes (<50),241,4,True,True,3
ARMC7,False,Stim48hr,Too few cells (n<200),Too few cells (n<200),49,71,True,False,3
ARMC8,True,Stim8hr,PASS,,1307,85,True,False,3
ARMCX2,False,Stim48hr,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),668,4,False,False,3
ARMCX3,False,Stim8hr,Off-target flagged,Off-target flagged; Too few downstream DE genes (<50),539,10,True,True,3
ARMCX4,False,Stim48hr,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),308,1,False,False,3
ARMCX5,False,Stim48hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),612,3,True,False,3
ARMCX6,False,Stim8hr,Off-target flagged,Off-target flagged; Too few downstream DE genes (<50),484,12,True,True,3
ARMH1,False,Stim8hr,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),449,0,False,False,3
ARMH2,False,Stim48hr,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),564,3,False,False,3
ARMH3,True,Rest,PASS,,242,116,True,False,3
ARMT1,False,Rest,Off-target flagged,Off-target flagged; Too few downstream DE genes (<50),532,4,True,True,3
ARNT,True,Stim48hr,PASS,,795,2947,True,False,3
ARNT2,False,Rest,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),470,3,False,False,3
ARPC1A,False,Stim48hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),635,3,True,False,3
ARPC1B,True,Stim48hr,PASS,,372,65,True,False,3
ARPC2,True,Stim8hr,PASS,,250,1039,True,False,3
ARPC3,True,Stim8hr,PASS,,235,906,True,False,3
ARPC4-TTLL3,False,Stim8hr,Not statistically significant,Not statistically significant,1295,645,False,False,3
ARPC5,False,Stim8hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),867,6,True,False,3
ARPC5L,False,Stim8hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),534,8,True,False,3
ARRB1,False,Stim48hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),647,15,True,False,3
ARRB2,False,Rest,Too few cells (n<200),Too few cells (n<200); Too few downstream DE genes (<50),19,15,True,False,2
ARRDC1,False,Rest,Too few downstream DE genes (<50),Too few downstream DE genes (<50),536,5,True,False,3
ARRDC2,False,Stim8hr,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),727,1,False,False,3
ARRDC3,False,Rest,Too few downstream DE genes (<50),Too few downstream DE genes (<50),935,4,True,False,3
ARRDC4,False,Stim48hr,Too few cells (n<200),Too few cells (n<200); Not statistically significant,120,1278,False,False,3
ARSA,False,Rest,Too few downstream DE genes (<50),Too few downstream DE genes (<50),362,5,True,False,3
ARSB,False,Stim8hr,Too few cells (n<200),Too few cells (n<200); Too few downstream DE genes (<50),114,5,True,False,3
ARSG,False,Stim48hr,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),507,1,False,False,3
ARSK,False,Stim8hr,Not statistically significant,Not statistically significant; Off-target flagged,498,85,True,True,3
ARV1,False,Rest,Off-target flagged,Off-target flagged; Too few downstream DE genes (<50),1056,7,True,True,3
ARX,False,Rest,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),267,1,False,False,3
ASAH1,False,Stim8hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),392,3,True,False,3
ASAH2B,False,Stim8hr,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),497,15,False,False,3
ASAP2,False,Stim48hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),332,18,True,False,3
ASAP3,False,Stim48hr,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),1300,0,False,False,3
ASB1,False,Stim48hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),1044,5,True,False,3
ASB13,False,Stim8hr,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),410,13,False,False,3
ASB14,False,Rest,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),271,1,False,False,3
ASB2,False,Stim48hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),843,2,True,False,3
ASB6,False,Stim8hr,Too few cells (n<200),Too few cells (n<200); Not statistically significant; Too few downstream DE genes (<50),35,25,False,False,2
ASB7,False,Stim48hr,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),583,2,False,False,3
ASB8,False,Rest,Too few downstream DE genes (<50),Too few downstream DE genes (<50),660,2,True,False,3
ASCC1,False,Stim48hr,Off-target flagged,Off-target flagged; Too few downstream DE genes (<50),306,6,True,True,3
ASCC2,False,Rest,Too few downstream DE genes (<50),Too few downstream DE genes (<50),364,29,True,False,3
ASCC3,False,Stim48hr,Too few cells (n<200),Too few cells (n<200); Not statistically significant; Too few downstream DE genes (<50),81,4,False,False,1
ASCL1,False,Rest,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),912,3,False,False,3
ASCL2,False,Stim48hr,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),774,1,False,False,3
ASCL3,False,Stim48hr,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),524,2,False,False,3
ASCL4,False,Stim8hr,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),608,7,False,False,3
ASCL5,False,Stim48hr,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),813,2,False,False,3
ASF1A,False,Rest,Too few downstream DE genes (<50),Too few downstream DE genes (<50),827,9,True,False,3
ASF1B,False,Rest,Too few cells (n<200),Too few cells (n<200); Not statistically significant; Too few downstream DE genes (<50),103,8,False,False,1
ASH1L,False,Rest,Too few downstream DE genes (<50),Too few downstream DE genes (<50),326,10,True,False,3
ASH2L,False,Stim8hr,Too few cells (n<200),Too few cells (n<200); Not statistically significant,27,589,False,False,2
ASIC1,False,Stim48hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),1032,1,True,False,3
ASIC3,False,Rest,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),750,2,False,False,3
ASL,False,Rest,Too few downstream DE genes (<50),Too few downstream DE genes (<50),438,3,True,False,3
ASMTL,False,Stim48hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),769,2,True,False,3
ASNS,False,Stim8hr,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),467,1,False,False,3
ASNSD1,False,Rest,Too few downstream DE genes (<50),Too few downstream DE genes (<50),269,2,True,False,3
ASPH,False,Stim48hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),476,1,True,False,3
ASPHD2,False,Stim48hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),792,3,True,False,3
