ensembl_id,gene_symbol,loeuf,pli
ENSG00000113282,CLINT1,0.419,0.99966
ENSG00000130779,CLIP1,0.455,0.99939
ENSG00000106665,CLIP2,0.476,0.9929
ENSG00000105270,CLIP3,0.397,0.99993
ENSG00000115295,CLIP4,0.72,9.246e-05
ENSG00000013441,CLK1,0.776,1.2076e-05
ENSG00000176444,CLK2,0.273,1.0
ENSG00000179335,CLK3,0.505,0.96593
ENSG00000113240,CLK4,0.87,3.6112e-05
ENSG00000165959,CLMN,0.755,2.3208e-10
ENSG00000166250,CLMP,0.792,3.1884e-05
ENSG00000188603,CLN3,1.022,5.3225e-14
ENSG00000102805,CLN5,1.197,3.9441e-10
ENSG00000128973,CLN6,1.015,8.7664e-06
ENSG00000182372,CLN8,1.183,1.9452e-06
ENSG00000109684,CLNK,1.308,1.1753e-11
ENSG00000074201,CLNS1A,0.776,0.16099
ENSG00000134852,CLOCK,0.496,0.9683
ENSG00000172409,CLP1,0.856,0.00072565
ENSG00000162129,CLPB,0.643,0.00035321
ENSG00000125656,CLPP,0.936,0.0061632
ENSG00000137392,CLPS,1.423,0.0015599
ENSG00000204140,CLPSL1,1.867,0.00017326
ENSG00000196748,CLPSL2,1.356,0.083149
ENSG00000104853,CLPTM1,0.402,0.99998
ENSG00000049656,CLPTM1L,0.737,7.9443e-07
ENSG00000166855,CLPX,0.586,0.48836
ENSG00000163646,CLRN1,1.168,8.5957e-05
ENSG00000249581,CLRN2,1.19,1.6429e-05
ENSG00000180745,CLRN3,1.166,0.0059258
ENSG00000092853,CLSPN,0.511,0.37539
ENSG00000171603,CLSTN1,0.341,1.0
ENSG00000158258,CLSTN2,0.578,0.0017686
ENSG00000139182,CLSTN3,0.508,0.86415
ENSG00000122705,CLTA,0.546,0.9418
ENSG00000175416,CLTB,0.567,0.87767
ENSG00000141367,CLTC,0.104,1.0
ENSG00000070371,CLTCL1,0.993,1.2928e-45
ENSG00000120885,CLU,0.716,0.00057997
ENSG00000103351,CLUAP1,1.23,4.2174e-12
ENSG00000132361,CLUH,0.799,2.3969e-16
ENSG00000079101,CLUL1,1.065,1.6743e-11
ENSG00000177182,CLVS1,0.473,0.99116
ENSG00000146352,CLVS2,0.968,0.002391
ENSG00000125246,CLYBL,1.186,2.1159e-08
ENSG00000092009,CMA1,1.578,6.3757e-11
ENSG00000111726,CMAS,0.566,0.83
ENSG00000164237,CMBL,0.781,0.10541
ENSG00000187118,CMC1,1.906,0.068977
ENSG00000153815,CMIP,0.189,1.0
ENSG00000174600,CMKLR1,1.364,0.019956
ENSG00000183671,CMKLR2,1.057,6.8989e-05
ENSG00000162368,CMPK1,0.902,0.17633
ENSG00000134326,CMPK2,1.708,7.1598e-13
ENSG00000184220,CMSS1,1.021,0.00072424
ENSG00000089505,CMTM1,1.038,0.0141
ENSG00000140932,CMTM2,1.31,5.7909e-05
ENSG00000140931,CMTM3,0.801,0.24712
ENSG00000183723,CMTM4,1.136,0.01392
ENSG00000166091,CMTM5,1.245,2.0127e-08
ENSG00000091317,CMTM6,1.321,0.023327
ENSG00000153551,CMTM7,0.759,0.34323
ENSG00000170293,CMTM8,1.137,0.026519
ENSG00000137200,CMTR1,0.437,0.99988
ENSG00000180917,CMTR2,1.009,9.0545e-12
ENSG00000164309,CMYA5,0.807,1.9329e-53
ENSG00000176571,CNBD1,1.78,7.6046e-06
ENSG00000149646,CNBD2,1.173,1.0435e-17
ENSG00000169714,CNBP,0.541,0.94605
ENSG00000150656,CNDP1,0.944,7.5406e-10
ENSG00000133313,CNDP2,0.916,9.1483e-10
ENSG00000205423,CNEP1R1,1.936,0.1142
ENSG00000105427,CNFN,1.457,0.00059679
ENSG00000198515,CNGA1,0.779,4.6542e-05
ENSG00000144191,CNGA3,1.126,9.6893e-14
ENSG00000132259,CNGA4,0.924,8.3788e-09
ENSG00000070729,CNGB1,0.94,1.6912e-34
ENSG00000170289,CNGB3,1.044,8.5316e-20
ENSG00000100528,CNIH1,1.127,0.094148
ENSG00000174871,CNIH2,0.65,0.69105
ENSG00000143786,CNIH3,0.984,0.0066523
ENSG00000143771,CNIH4,0.817,0.57927
ENSG00000142675,CNKSR1,1.074,7.7922e-26
ENSG00000153721,CNKSR3,0.671,0.0045728
ENSG00000136110,CNMD,1.225,2.6503e-08
ENSG00000130176,CNN1,0.811,0.00038762
ENSG00000064666,CNN2,1.006,1.0093e-05
ENSG00000117519,CNN3,0.43,0.99878
ENSG00000119946,CNNM1,0.617,0.041286
ENSG00000148842,CNNM2,0.312,1.0
ENSG00000168763,CNNM3,1.23,2.3489e-16
ENSG00000158158,CNNM4,0.794,2.4379e-06
ENSG00000125107,CNOT1,0.064,1.0
ENSG00000182973,CNOT10,0.405,0.99986
ENSG00000158435,CNOT11,0.583,0.77426
ENSG00000111596,CNOT2,0.211,0.99999
ENSG00000088038,CNOT3,0.057,1.0
ENSG00000080802,CNOT4,0.236,1.0
ENSG00000113300,CNOT6,0.32,1.0
ENSG00000138767,CNOT6L,0.169,1.0
ENSG00000198791,CNOT7,0.255,0.99998
ENSG00000155508,CNOT8,0.776,0.051084
ENSG00000144580,CNOT9,0.523,0.96282
ENSG00000173786,CNP,0.379,0.9998
ENSG00000115649,CNPPD1,1.039,1.2513e-10
ENSG00000146910,CNPY1,1.859,0.00047067
ENSG00000257727,CNPY2,1.039,2.309e-05
ENSG00000137161,CNPY3,0.882,0.00026212
ENSG00000166997,CNPY4,1.33,1.0436e-10
ENSG00000118432,CNR1,0.694,0.31652
ENSG00000188822,CNR2,1.531,0.052898
ENSG00000119865,CNRIP1,1.178,0.0027585
ENSG00000162852,CNST,0.786,1.4328e-05
ENSG00000176563,CNTD1,0.617,0.51954
ENSG00000242689,CNTF,1.555,4.9724e-06
ENSG00000122756,CNTFR,0.547,0.90978
ENSG00000044459,CNTLN,1.431,2.4515e-52
ENSG00000018236,CNTN1,0.431,0.99993
ENSG00000184144,CNTN2,0.542,0.019495
ENSG00000113805,CNTN3,0.668,2.7911e-06
ENSG00000144619,CNTN4,0.727,4.8485e-12
ENSG00000149972,CNTN5,0.73,1.5804e-11
ENSG00000134115,CNTN6,1.316,5.7208e-42
ENSG00000108797,CNTNAP1,0.578,1.514e-07
ENSG00000174469,CNTNAP2,0.721,1.9949e-18
ENSG00000106714,CNTNAP3,0.732,1.4933e-05
ENSG00000154529,CNTNAP3B,0.7,0.033268
ENSG00000152910,CNTNAP4,0.831,8.7352e-17
ENSG00000155052,CNTNAP5,0.632,2.8986e-08
ENSG00000119397,CNTRL,0.83,2.6150000000000003e-45
ENSG00000170037,CNTROB,0.879,2.491e-18
ENSG00000106603,COA1,1.841,0.00021336
ENSG00000183978,COA3,1.693,8.1218e-05
ENSG00000181924,COA4,1.74,6.3102e-05
ENSG00000183513,COA5,1.852,0.0031022
ENSG00000168275,COA6,1.065,0.01155
ENSG00000162377,COA7,0.867,0.038416
ENSG00000256053,COA8,1.305,1.1686e-06
ENSG00000068120,COASY,0.791,2.6657e-06
ENSG00000106078,COBL,0.638,1.0746e-05
ENSG00000082438,COBLL1,0.664,0.00032663
ENSG00000100473,COCH,0.896,5.7486e-09
ENSG00000166685,COG1,0.718,6.1028e-11
ENSG00000135775,COG2,0.724,2.2958e-06
ENSG00000136152,COG3,0.314,1.0
ENSG00000103051,COG4,0.805,1.9463e-13
ENSG00000164597,COG5,1.026,4.6848e-17
ENSG00000133103,COG6,1.057,1.6039e-07
ENSG00000168434,COG7,0.651,2.562e-05
ENSG00000213380,COG8,1.257,1.4237e-15
ENSG00000121058,COIL,0.755,0.00010064
ENSG00000123500,COL10A1,0.855,0.01645
ENSG00000060718,COL11A1,0.349,1.0
ENSG00000204248,COL11A2,0.503,0.00022512
ENSG00000111799,COL12A1,0.375,1.0
ENSG00000197467,COL13A1,0.886,1.5227e-19
ENSG00000187955,COL14A1,0.673,2.5194e-18
ENSG00000204291,COL15A1,0.763,5.9832e-17
ENSG00000084636,COL16A1,0.794,4.272e-41
ENSG00000065618,COL17A1,0.909,2.3058e-48
ENSG00000182871,COL18A1,1.001,8.591500000000001e-33
ENSG00000082293,COL19A1,0.876,1.3873e-24
ENSG00000108821,COL1A1,0.159,1.0
ENSG00000164692,COL1A2,0.339,1.0
ENSG00000101203,COL20A1,1.419,4.6566999999999996e-66
ENSG00000124749,COL21A1,1.339,1.336e-31
ENSG00000169436,COL22A1,1.005,4.4429e-49
ENSG00000050767,COL23A1,1.324,4.0469e-34
ENSG00000171502,COL24A1,0.956,1.3299999999999998e-40
ENSG00000188517,COL25A1,1.034,5.7892e-16
ENSG00000160963,COL26A1,1.145,2.4184e-11
ENSG00000196739,COL27A1,0.539,4.2046e-07
ENSG00000215018,COL28A1,1.124,5.3895e-22
ENSG00000139219,COL2A1,0.183,1.0
ENSG00000168542,COL3A1,0.291,1.0
ENSG00000187498,COL4A1,0.238,1.0
ENSG00000134871,COL4A2,0.618,3.9603e-12
ENSG00000169031,COL4A3,0.709,2.7708999999999997e-21
ENSG00000081052,COL4A4,0.607,3.9265e-10
ENSG00000130635,COL5A1,0.089,1.0
ENSG00000204262,COL5A2,0.106,1.0
ENSG00000080573,COL5A3,0.812,4.107e-38
ENSG00000142156,COL6A1,0.706,4.5705e-14
ENSG00000142173,COL6A2,0.895,5.0534e-23
ENSG00000163359,COL6A3,0.564,2.2106e-13
ENSG00000206384,COL6A6,1.043,2.1338e-43
ENSG00000114270,COL7A1,0.69,1.4204e-56
ENSG00000144810,COL8A1,0.684,0.012161
ENSG00000171812,COL8A2,1.139,5.589e-05
ENSG00000112280,COL9A1,0.889,6.4083e-24
ENSG00000049089,COL9A2,0.817,3.1387e-14
ENSG00000092758,COL9A3,1.026,1.4149e-25
ENSG00000214290,COLCA2,0.699,0.78862
ENSG00000184374,COLEC10,1.082,0.0054092
ENSG00000118004,COLEC11,1.168,2.3153e-06
ENSG00000158270,COLEC12,0.6,0.35766
ENSG00000130309,COLGALT1,1.021,1.6488e-12
ENSG00000198756,COLGALT2,0.8,4.1951e-07
ENSG00000206561,COLQ,0.902,6.171e-12
ENSG00000173163,COMMD1,1.116,0.0081378
ENSG00000145781,COMMD10,1.81,0.0039492
ENSG00000114744,COMMD2,1.611,5.69e-07
ENSG00000148444,COMMD3,1.327,4.6985e-11
ENSG00000140365,COMMD4,0.982,9.6051e-05
ENSG00000170619,COMMD5,1.752,3.5907e-06
ENSG00000188243,COMMD6,1.538,0.10587
ENSG00000149600,COMMD7,1.147,8.6892e-09
ENSG00000169019,COMMD8,1.369,8.5649e-05
ENSG00000110442,COMMD9,1.513,4.7171e-07
ENSG00000105664,COMP,1.073,1.6355e-24
ENSG00000093010,COMT,1.128,0.00049821
ENSG00000165644,COMTD1,1.869,3.6034e-16
ENSG00000143207,COP1,0.557,0.92458
ENSG00000122218,COPA,0.098,1.0
ENSG00000129083,COPB1,0.269,1.0
ENSG00000184432,COPB2,0.177,1.0
ENSG00000105669,COPE,0.764,0.0019087
ENSG00000181789,COPG1,0.376,1.0
ENSG00000158623,COPG2,1.132,0.014194
ENSG00000172301,COPRS,0.974,0.040685
ENSG00000166200,COPS2,0.138,0.99996
ENSG00000141030,COPS3,0.348,0.99999
ENSG00000138663,COPS4,0.304,0.99997
ENSG00000121022,COPS5,0.218,0.99999
ENSG00000168090,COPS6,0.373,0.99991
ENSG00000111652,COPS7A,0.779,0.0013456
ENSG00000144524,COPS7B,0.517,0.96849
ENSG00000198612,COPS8,0.763,0.41916
ENSG00000172428,COPS9,1.847,0.00051627
ENSG00000111481,COPZ1,0.443,0.99111
ENSG00000005243,COPZ2,1.367,2.9048e-07
ENSG00000135469,COQ10A,1.524,4.7444e-09
ENSG00000115520,COQ10B,1.147,0.50376
ENSG00000173085,COQ2,1.032,0.00017758
ENSG00000132423,COQ3,1.045,7.9676e-05
ENSG00000167113,COQ4,1.645,2.7347e-14
ENSG00000110871,COQ5,0.811,0.00064145
ENSG00000119723,COQ6,0.972,2.5926e-11
ENSG00000167186,COQ7,1.247,2.0603e-06
ENSG00000163050,COQ8A,0.999,7.6305e-15
ENSG00000123815,COQ8B,0.923,1.1559e-10
ENSG00000088682,COQ9,1.035,8.0652e-09
ENSG00000145244,CORIN,1.042,2.2777e-25
ENSG00000102879,CORO1A,0.572,0.70891
ENSG00000172725,CORO1B,0.793,6.9058e-06
ENSG00000110880,CORO1C,0.38,0.99991
ENSG00000106789,CORO2A,0.902,3.8291e-11
ENSG00000103647,CORO2B,0.633,0.015373
ENSG00000167549,CORO6,1.177,5.5209e-14
ENSG00000262246,CORO7,1.089,5.8401e-34
ENSG00000241563,CORT,1.391,0.25264
ENSG00000103187,COTL1,1.855,5.7903e-07
ENSG00000006695,COX10,0.934,4.7226e-07
ENSG00000166260,COX11,0.79,0.017066
ENSG00000178449,COX14,1.203,0.21849
ENSG00000014919,COX15,1.198,5.8917e-16
ENSG00000133983,COX16,1.373,0.00018572
ENSG00000138495,COX17,1.328,0.41926
ENSG00000163626,COX18,1.682,1.6716e-14
ENSG00000240230,COX19,1.911,0.00073241
ENSG00000203667,COX20,1.927,0.056908
ENSG00000131143,COX4I1,1.15,1.1962e-05
ENSG00000131055,COX4I2,1.079,5.3139e-05
ENSG00000178741,COX5A,0.82,0.653
ENSG00000135940,COX5B,0.766,0.49998
ENSG00000111775,COX6A1,1.355,0.020606
ENSG00000156885,COX6A2,1.913,0.00027357
ENSG00000126267,COX6B1,0.421,0.98685
ENSG00000160471,COX6B2,1.606,5.2304e-05
ENSG00000164919,COX6C,1.231,0.32522
ENSG00000161281,COX7A1,1.922,3.4371e-09
ENSG00000112695,COX7A2,1.864,0.01698
ENSG00000115944,COX7A2L,1.765,6.8896e-08
ENSG00000170516,COX7B2,1.77,0.12399
ENSG00000127184,COX7C,1.016,0.65609
ENSG00000176340,COX8A,1.922,0.00063287
ENSG00000187581,COX8C,1.876,0.17265
ENSG00000047457,CP,0.624,4.9953e-07
ENSG00000091704,CPA1,1.14,2.9591e-13
ENSG00000158516,CPA2,1.282,2.8404e-13
ENSG00000163751,CPA3,1.182,4.7367e-08
ENSG00000128510,CPA4,1.094,8.5851e-08
ENSG00000158525,CPA5,1.11,4.4629e-10
ENSG00000165078,CPA6,1.338,2.1646e-10
ENSG00000160111,CPAMD8,0.825,4.7182e-30
ENSG00000153002,CPB1,1.167,3.15e-15
ENSG00000080618,CPB2,1.373,3.1247e-10
ENSG00000108582,CPD,0.627,7.7514e-07
ENSG00000109472,CPE,0.565,0.83335
ENSG00000214575,CPEB1,0.177,1.0
ENSG00000137449,CPEB2,1.328,2.3944e-16
ENSG00000107864,CPEB3,0.585,0.59917
ENSG00000113742,CPEB4,0.287,1.0
ENSG00000106034,CPED1,1.142,9.7847e-24
ENSG00000197603,CPLANE1,0.728,2.7961999999999998e-36
ENSG00000132881,CPLANE2,1.649,2.0746e-10
ENSG00000168993,CPLX1,0.756,0.43566
ENSG00000145920,CPLX2,0.683,0.6995
ENSG00000213578,CPLX3,1.191,0.00061249
ENSG00000166569,CPLX4,1.729,4.18e-06
ENSG00000135678,CPM,1.017,1.1796e-08
ENSG00000120054,CPN1,1.01,9.4351e-10
ENSG00000178772,CPN2,1.831,0.20264
ENSG00000214078,CPNE1,1.012,9.4935e-15
ENSG00000140848,CPNE2,0.771,3.8921e-08
ENSG00000085719,CPNE3,1.389,3.0928e-12
ENSG00000196353,CPNE4,0.54,0.88261
ENSG00000124772,CPNE5,0.695,1.4258e-05
ENSG00000178773,CPNE7,1.522,1.7140999999999998e-32
ENSG00000139117,CPNE8,0.964,0.004517
ENSG00000144550,CPNE9,0.863,2.7157e-13
ENSG00000144410,CPO,1.62,0.0015713
ENSG00000080819,CPOX,0.8,0.00050093
ENSG00000103381,CPPED1,1.288,8.7211e-11
ENSG00000104324,CPQ,1.077,3.4706e-09
ENSG00000021826,CPS1,0.764,1.7622e-19
ENSG00000071894,CPSF1,0.74,7.9584e-21
ENSG00000165934,CPSF2,0.651,0.002631
ENSG00000119203,CPSF3,1.01,2.5306e-10
ENSG00000160917,CPSF4,0.48,0.99139
ENSG00000187959,CPSF4L,1.452,9.7069e-06
ENSG00000111605,CPSF6,0.306,0.99999
ENSG00000149532,CPSF7,0.13,1.0
ENSG00000110090,CPT1A,0.709,2.7892e-09
ENSG00000205560,CPT1B,0.742,1.2073e-10
ENSG00000169169,CPT1C,0.778,2.8029e-12
ENSG00000157184,CPT2,1.038,1.9677e-09
ENSG00000224051,CPTP,1.748,0.00015019
ENSG00000106066,CPVL,0.972,1.414e-06
ENSG00000088882,CPXM1,1.081,4.0427999999999997e-22
ENSG00000121898,CPXM2,0.974,2.5542e-15
ENSG00000109625,CPZ,1.966,4.5575e-51
ENSG00000203710,CR1,0.774,1.1672e-19
ENSG00000197721,CR1L,1.165,2.8555e-18
ENSG00000117322,CR2,0.871,1.8413e-20
ENSG00000166426,CRABP1,1.014,0.016873
ENSG00000143320,CRABP2,1.516,7.7467e-08
ENSG00000109265,CRACD,0.712,2.2118e-09
ENSG00000196872,CRACDL,0.624,0.031118
ENSG00000130038,CRACR2A,0.969,5.6434e-21
ENSG00000177685,CRACR2B,1.722,4.107699999999999e-21
ENSG00000169372,CRADD,0.999,0.033664
ENSG00000007545,CRAMP1,0.68,1.2806e-06
ENSG00000095321,CRAT,1.111,9.847899999999999e-21
ENSG00000134376,CRB1,0.776,9.3619e-17
ENSG00000148204,CRB2,1.202,1.0688999999999999e-28
ENSG00000130545,CRB3,1.368,0.080719
ENSG00000113851,CRBN,1.147,1.0366e-10
ENSG00000241258,CRCP,1.397,0.00016169
ENSG00000169509,CRCT1,1.898,0.1543
ENSG00000118260,CREB1,0.189,1.0
ENSG00000107175,CREB3,1.145,9.8354e-10
ENSG00000157613,CREB3L1,0.954,3.0933e-07
ENSG00000182158,CREB3L2,0.645,0.033175
ENSG00000060566,CREB3L3,1.155,8.6908e-11
ENSG00000143578,CREB3L4,0.984,1.6587e-07
ENSG00000146592,CREB5,0.421,0.99968
ENSG00000005339,CREBBP,0.101,1.0
ENSG00000111269,CREBL2,0.427,0.98542
ENSG00000164463,CREBRF,0.173,1.0
ENSG00000137504,CREBZF,0.738,0.31909
ENSG00000143162,CREG1,1.795,2.6407e-06
ENSG00000175874,CREG2,1.508,3.3807e-08
ENSG00000163703,CRELD1,0.885,7.6352e-10
ENSG00000184164,CRELD2,1.119,6.7014e-09
ENSG00000095794,CREM,0.533,0.94507
ENSG00000147571,CRH,1.718,0.005925
ENSG00000145708,CRHBP,0.766,0.004537
ENSG00000120088,CRHR1,0.655,0.0042238
ENSG00000106113,CRHR2,1.221,4.9005e-18
ENSG00000150938,CRIM1,0.376,1.0
ENSG00000213145,CRIP1,1.447,0.0002765
ENSG00000182809,CRIP2,1.553,6.9101e-13
ENSG00000146215,CRIP3,1.036,1.7078e-06
ENSG00000119878,CRIPT,1.852,0.18985
ENSG00000124812,CRISP1,1.737,2.2666e-14
ENSG00000124490,CRISP2,1.086,2.4889e-05
ENSG00000096006,CRISP3,1.477,1.4732e-06
ENSG00000121005,CRISPLD1,1.048,1.2452e-11
ENSG00000103196,CRISPLD2,0.871,6.6528e-11
ENSG00000167193,CRK,0.337,0.99965
ENSG00000099942,CRKL,0.316,0.99962
ENSG00000006016,CRLF1,1.045,8.3681e-10
ENSG00000176390,CRLF3,0.871,2.124e-06
ENSG00000088766,CRLS1,1.913,1.479e-05
ENSG00000072832,CRMP1,0.44,0.99952
ENSG00000101343,CRNKL1,0.445,0.99967
ENSG00000143536,CRNN,1.111,5.534e-12
ENSG00000058453,CROCC,1.165,1.2562000000000002e-62
ENSG00000226321,CROCC2,1.214,2.5071e-46
ENSG00000005469,CROT,1.003,1.9449e-13
ENSG00000132693,CRP,1.932,0.0005428
ENSG00000214960,CRPPA,1.462,3.8872e-06
ENSG00000095713,CRTAC1,0.773,2.6345e-07
ENSG00000109943,CRTAM,1.135,2.4704e-09
ENSG00000170275,CRTAP,1.251,7.1791e-11
ENSG00000105662,CRTC1,0.417,0.99976
ENSG00000160741,CRTC2,0.502,0.96627
ENSG00000140577,CRTC3,0.544,0.87731
ENSG00000105392,CRX,0.673,0.72313
ENSG00000008405,CRY1,0.733,3.7616e-07
ENSG00000121671,CRY2,0.596,0.023609
ENSG00000109846,CRYAB,1.18,0.005468
ENSG00000108255,CRYBA1,0.987,2.5475e-05
ENSG00000163499,CRYBA2,1.372,2.78e-07
ENSG00000196431,CRYBA4,1.238,4.3917e-10
ENSG00000100122,CRYBB1,0.789,0.0070272
ENSG00000244752,CRYBB2,0.765,0.089294
ENSG00000100053,CRYBB3,1.588,2.226e-14
ENSG00000112297,CRYBG1,0.856,6.4719000000000005e-31
ENSG00000176092,CRYBG2,0.874,7.663499999999999e-26
ENSG00000080200,CRYBG3,0.623,7.1235e-14
ENSG00000168582,CRYGA,1.245,2.0738e-05
ENSG00000182187,CRYGB,1.305,5.9729e-05
ENSG00000163254,CRYGC,0.941,0.0018396
ENSG00000118231,CRYGD,1.796,6.8117e-06
ENSG00000127377,CRYGN,1.621,5.3054e-07
ENSG00000213139,CRYGS,0.881,0.019928
ENSG00000165475,CRYL1,1.297,8.8864e-10
ENSG00000103316,CRYM,0.841,0.0016189
ENSG00000116791,CRYZ,1.547,5.7448e-15
ENSG00000205758,CRYZL1,0.813,0.10843
ENSG00000062485,CS,0.356,0.99999
ENSG00000139631,CSAD,0.972,5.227e-13
ENSG00000172346,CSDC2,1.123,0.014976
ENSG00000009307,CSDE1,0.295,1.0
ENSG00000124207,CSE1L,0.277,1.0
ENSG00000184371,CSF1,0.338,0.99999
ENSG00000182578,CSF1R,0.485,0.97537
ENSG00000164400,CSF2,0.619,0.85353
ENSG00000100368,CSF2RB,0.511,0.9326
ENSG00000108342,CSF3,1.237,4.9096e-06
ENSG00000119535,CSF3R,0.726,3.6121e-09
ENSG00000169826,CSGALNACT2,0.886,4.5738e-06
ENSG00000136488,CSH1,1.213,0.0091053
ENSG00000213218,CSH2,1.093,0.0094751
ENSG00000204414,CSHL1,1.399,3.0155e-09
ENSG00000103653,CSK,0.222,1.0
ENSG00000214756,CSKMT,1.856,2.1104e-07
ENSG00000183117,CSMD1,0.586,3.4493000000000003e-19
ENSG00000121904,CSMD2,0.364,1.0
ENSG00000164796,CSMD3,0.464,0.97254
ENSG00000126545,CSN1S1,1.815,1.1828e-07
ENSG00000135222,CSN2,1.168,0.0014644
ENSG00000113712,CSNK1A1,0.34,0.99982
ENSG00000180138,CSNK1A1L,1.117,4.2394e-06
ENSG00000141551,CSNK1D,0.512,0.96783
ENSG00000213923,CSNK1E,0.588,0.5236
ENSG00000169118,CSNK1G1,0.651,0.2501
ENSG00000133275,CSNK1G2,0.477,0.99231
ENSG00000101266,CSNK2A1,0.274,1.0
ENSG00000070770,CSNK2A2,0.424,0.99718
ENSG00000254598,CSNK2A3,1.11,1.8654e-09
ENSG00000204435,CSNK2B,0.237,0.99996
ENSG00000283434,CSNKA2IP,,
ENSG00000173546,CSPG4,0.693,3.5752e-12
ENSG00000114646,CSPG5,0.897,1.1578e-05
ENSG00000104218,CSPP1,0.876,1.8241e-09
ENSG00000144655,CSRNP1,0.614,0.77302
ENSG00000110925,CSRNP2,0.466,0.99554
ENSG00000178662,CSRNP3,0.387,0.99993
ENSG00000159176,CSRP1,0.914,0.00083989
ENSG00000175183,CSRP2,1.015,0.00040941
ENSG00000129170,CSRP3,1.307,1.039e-07
ENSG00000170373,CST1,1.964,8.4432e-11
ENSG00000125831,CST11,1.415,0.00032652
ENSG00000170369,CST2,1.951,8.435e-15
ENSG00000101439,CST3,1.912,0.00010608
ENSG00000101441,CST4,1.874,6.2387e-08
ENSG00000170367,CST5,1.8,6.5827e-06
ENSG00000175315,CST6,1.488,0.0011722
ENSG00000077984,CST7,1.742,2.2035e-07
ENSG00000125815,CST8,1.952,2.75e-07
ENSG00000173335,CST9,1.885,2.1325e-05
ENSG00000101435,CST9L,1.826,1.4039e-05
ENSG00000121552,CSTA,1.219,0.12232
ENSG00000160213,CSTB,1.681,0.0029059
ENSG00000101138,CSTF1,0.116,1.0
ENSG00000177613,CSTF2T,0.647,0.10009
ENSG00000176102,CSTF3,0.376,0.99999
ENSG00000125823,CSTL1,1.54,0.0048999
ENSG00000212710,CTAGE1,,
ENSG00000271079,CTAGE15,0.7,0.79726
ENSG00000288784,CTAGE4,,
ENSG00000271321,CTAGE6,0.345,0.99741
ENSG00000289604,CTAGE8,,
ENSG00000236761,CTAGE9,1.713,0.41257
ENSG00000159692,CTBP1,0.533,0.9459
ENSG00000175029,CTBP2,0.522,0.81782
ENSG00000117151,CTBS,1.084,1.0186e-07
ENSG00000178971,CTC1,0.776,4.0781e-18
ENSG00000102974,CTCF,0.205,1.0
ENSG00000124092,CTCFL,0.669,8.2655e-05
ENSG00000175826,CTDNEP1,0.239,0.99995
ENSG00000060069,CTDP1,0.65,2.7597e-05
ENSG00000144579,CTDSP1,0.686,0.091069
ENSG00000175215,CTDSP2,0.511,0.97367
ENSG00000144677,CTDSPL,0.369,0.9978
ENSG00000137770,CTDSPL2,0.184,0.99939
ENSG00000150281,CTF1,1.959,1.6729e-06
ENSG00000116761,CTH,1.078,1.0152e-10
ENSG00000164932,CTHRC1,1.127,7.6239e-06
ENSG00000134030,CTIF,0.487,0.98959
ENSG00000163599,CTLA4,0.211,0.99829
ENSG00000044115,CTNNA1,0.491,0.97254
ENSG00000066032,CTNNA2,0.491,0.97551
ENSG00000183230,CTNNA3,0.875,2.7314e-13
ENSG00000119326,CTNNAL1,0.898,3.4724e-13
ENSG00000168036,CTNNB1,0.139,1.0
ENSG00000178585,CTNNBIP1,1.285,0.013134
ENSG00000132792,CTNNBL1,0.647,0.008296
ENSG00000198561,CTNND1,0.187,1.0
ENSG00000169862,CTNND2,0.228,1.0
ENSG00000040531,CTNS,0.754,0.0010072
ENSG00000171793,CTPS1,0.423,0.99986
ENSG00000198730,CTR9,0.368,1.0
ENSG00000168925,CTRB1,1.902,4.6278e-05
ENSG00000168928,CTRB2,1.168,0.36026
ENSG00000162438,CTRC,1.147,4.5697e-10
ENSG00000141086,CTRL,1.372,4.7747e-14
ENSG00000064601,CTSA,0.851,1.4137e-09
ENSG00000164733,CTSB,1.756,4.327700000000001e-25
ENSG00000109861,CTSC,1.051,2.2986e-08
ENSG00000117984,CTSD,0.886,1.4812e-06
ENSG00000196188,CTSE,1.183,2.37e-11
ENSG00000174080,CTSF,1.296,1.0803e-23
ENSG00000100448,CTSG,1.391,1.8346e-08
ENSG00000103811,CTSH,1.267,5.962e-15
ENSG00000143387,CTSK,0.748,0.0068816
ENSG00000135047,CTSL,0.932,1.0187e-05
ENSG00000256043,CTSO,1.506,1.4438e-10
ENSG00000163131,CTSS,0.664,0.19484
ENSG00000136943,CTSV,1.374,3.8871e-12
ENSG00000172543,CTSW,1.135,1.5025e-12
ENSG00000101160,CTSZ,1.628,6.2092e-20
ENSG00000085733,CTTN,0.48,0.99261
ENSG00000077063,CTTNBP2,0.774,3.1192e-16
ENSG00000143079,CTTNBP2NL,0.993,0.003347
ENSG00000142544,CTU1,1.978,1.8254e-09
ENSG00000174177,CTU2,1.535,5.4023000000000005e-34
ENSG00000178531,CTXN1,1.939,0.0081652
ENSG00000233932,CTXN2,1.288,0.18045
ENSG00000205279,CTXN3,1.771,0.026238
ENSG00000107611,CUBN,0.756,1.0686e-57
ENSG00000180891,CUEDC1,0.959,7.8215e-08
ENSG00000107874,CUEDC2,0.457,0.99612
ENSG00000055130,CUL1,0.294,1.0
ENSG00000108094,CUL2,0.305,1.0
ENSG00000036257,CUL3,0.365,0.99999
ENSG00000139842,CUL4A,0.324,1.0
ENSG00000166266,CUL5,0.506,0.97606
ENSG00000044090,CUL7,0.62,1.197e-11
ENSG00000112659,CUL9,0.334,1.0
