gene_symbol,ensembl_id,is_surface_protein,has_transmembrane_domain,has_extracellular_domain,extracellular_length,is_cspa_confirmed,is_surfy_predicted,is_druggable,druggable_pathway,in_gwt_top15_shortlist
CACNA1H,ENSG00000196557,True,True,True,445.0,False,False,True,DRUGGABLE GENOME;ION CHANNEL,False
CACNA2D2,ENSG00000007402,True,True,True,1095.0,True,False,True,DRUGGABLE GENOME;ION CHANNEL,False
CACNA2D4,ENSG00000151062,True,True,True,1096.0,False,False,True,DRUGGABLE GENOME;ION CHANNEL,False
CACNB4,ENSG00000182389,False,False,False,,False,False,True,DRUGGABLE GENOME;ION CHANNEL,False
CAD,ENSG00000084774,False,False,False,,False,False,True,CLINICALLY ACTIONABLE;DRUGGABLE GENOME;ENZYME;KINASE,False
CADM1,ENSG00000182985,True,True,True,330.0,True,True,False,,False
CALCB,ENSG00000175868,False,False,False,,False,False,True,DRUGGABLE GENOME;HORMONE ACTIVITY,False
CALCOCO1,ENSG00000012822,False,False,False,,False,False,False,,False
CALCOCO2,ENSG00000136436,False,False,False,,False,False,False,,False
CALHM2,ENSG00000138172,True,True,True,56.0,False,True,False,,False
CALHM6,ENSG00000188820,True,True,True,51.0,False,False,False,,False
CALR,ENSG00000179218,False,False,False,,True,False,True,CELL SURFACE;CLINICALLY ACTIONABLE;DRUGGABLE GENOME;EXTERNAL SIDE OF PLASMA MEMBRANE;NUCLEAR HORMONE RECEPTOR,False
CALU,ENSG00000128595,False,False,False,,True,False,True,DRUGGABLE GENOME,False
CALY,ENSG00000130643,True,True,True,87.0,False,True,False,,False
CAMK1,ENSG00000134072,False,False,False,,False,False,True,DRUGGABLE GENOME;ENZYME;KINASE;SERINE THREONINE KINASE,False
CAMK1D,ENSG00000183049,False,False,False,,False,False,True,DRUGGABLE GENOME;ENZYME;KINASE;SERINE THREONINE KINASE;TRANSCRIPTION FACTOR,False
CAMK2D,ENSG00000145349,False,False,False,0.0,False,False,True,DRUGGABLE GENOME;ENZYME;ION CHANNEL;KINASE;SERINE THREONINE KINASE;TRANSCRIPTION FACTOR;TRANSPORTER,False
CAMK2G,ENSG00000148660,False,False,False,,False,False,True,DRUGGABLE GENOME;ENZYME;KINASE;SERINE THREONINE KINASE,False
CAMK4,ENSG00000152495,False,False,False,,False,False,True,DRUGGABLE GENOME;ENZYME;KINASE;SERINE THREONINE KINASE,False
CAMKK1,ENSG00000004660,False,False,False,,False,False,True,DRUGGABLE GENOME;ENZYME;KINASE;SERINE THREONINE KINASE,False
CAMKMT,ENSG00000143919,False,False,False,,False,False,False,,False
CAMLG,ENSG00000164615,True,True,False,0.0,False,False,False,,False
CAMSAP1,ENSG00000130559,False,False,False,,False,False,False,,False
CAMSAP2,ENSG00000118200,False,False,False,,False,False,False,,False
CAMTA1,ENSG00000171735,False,False,False,,False,False,True,CLINICALLY ACTIONABLE;TRANSCRIPTION FACTOR,False
CAMTA2,ENSG00000108509,False,False,False,,False,False,False,,False
CAND1,ENSG00000111530,False,False,False,,False,False,False,,False
CANT1,ENSG00000171302,False,False,False,0.0,True,False,True,CLINICALLY ACTIONABLE;ENZYME,False
CANX,ENSG00000127022,False,False,False,0.0,True,False,False,,False
CAP1,ENSG00000131236,False,False,False,,False,False,False,,False
CAPN1,ENSG00000014216,False,False,False,,False,False,True,DRUGGABLE GENOME;ENZYME;PROTEASE,False
CAPN10,ENSG00000142330,False,False,False,,False,False,True,DRUGGABLE GENOME;ENZYME;PROTEASE,False
CAPN12,ENSG00000182472,False,False,False,,False,False,True,DRUGGABLE GENOME;ENZYME;PROTEASE,False
CAPN2,ENSG00000162909,False,False,False,,False,False,True,DRUGGABLE GENOME;ENZYME;EXTERNAL SIDE OF PLASMA MEMBRANE;PROTEASE,False
CAPN3,ENSG00000092529,False,False,False,,False,False,True,DRUGGABLE GENOME;ENZYME;PROTEASE,False
CAPN5,ENSG00000149260,False,False,False,,False,False,True,CELL SURFACE;DRUGGABLE GENOME;ENZYME;PROTEASE,False
CAPN7,ENSG00000131375,False,False,False,,False,False,True,DRUGGABLE GENOME;PROTEASE,False
CAPRIN2,ENSG00000110888,False,False,False,,False,False,False,,False
CAPZA2,ENSG00000198898,False,False,False,0.0,False,False,True,DRUGGABLE GENOME,False
CARD19,ENSG00000165233,False,False,False,,False,False,False,,False
CARD6,ENSG00000132357,False,False,False,,False,False,False,,False
CARM1,ENSG00000142453,False,False,False,,False,False,True,DRUGGABLE GENOME;ENZYME,False
CARNS1,ENSG00000172508,False,False,False,,False,False,False,,False
CASD1,ENSG00000127995,True,True,False,0.0,True,True,False,,False
CASK,ENSG00000147044,False,False,False,0.0,False,False,True,DRUGGABLE GENOME;ENZYME;ION CHANNEL;KINASE;SERINE THREONINE KINASE;TRANSCRIPTION FACTOR,False
CASP8,ENSG00000064012,False,False,False,,False,False,True,CLINICALLY ACTIONABLE;DRUGGABLE GENOME;ENZYME;PROTEASE,False
CATSPER2,ENSG00000166762,True,True,True,51.0,False,False,True,DRUGGABLE GENOME;ION CHANNEL;KINASE,False
CATSPERB,ENSG00000133962,True,True,True,1053.0,False,False,False,,False
CATSPERG,ENSG00000099338,True,True,True,1030.0,False,True,False,,False
CAV1,ENSG00000105974,False,False,False,0.0,False,False,False,,False
CAVIN3,ENSG00000170955,False,False,False,,False,False,False,,False
CBLN3,ENSG00000139899,False,False,False,,False,False,True,DRUGGABLE GENOME,False
CBR1,ENSG00000159228,False,False,False,,False,False,True,DRUGGABLE GENOME;ENZYME;SHORT CHAIN DEHYDROGENASE REDUCTASE,False
CBR3,ENSG00000159231,False,False,False,,False,False,True,CLINICALLY ACTIONABLE;DRUGGABLE GENOME;ENZYME;SHORT CHAIN DEHYDROGENASE REDUCTASE,False
CBR4,ENSG00000145439,False,False,False,,False,False,True,DRUGGABLE GENOME;SHORT CHAIN DEHYDROGENASE REDUCTASE,False
CBS,ENSG00000160200,False,False,False,,False,False,False,,False
CCAR2,ENSG00000158941,False,False,False,,False,False,False,,False
CCDC107,ENSG00000159884,False,False,False,0.0,False,False,False,,False
CCDC112,ENSG00000164221,False,False,False,,False,False,False,,False
CCDC126,ENSG00000169193,False,False,False,,True,False,False,,False
CCDC127,ENSG00000164366,False,False,False,0.0,False,False,False,,False
CCDC134,ENSG00000100147,False,False,False,,False,False,False,,False
CCDC136,ENSG00000128596,False,False,False,0.0,False,False,False,,False
CCDC141,ENSG00000163492,False,False,False,,False,False,False,,False
CCDC142,ENSG00000135637,False,False,False,,False,False,False,,False
CCDC144A,ENSG00000170160,False,False,False,,False,False,False,,False
CCDC15,ENSG00000149548,False,False,False,,False,False,False,,False
CCDC167,ENSG00000198937,False,False,False,0.0,False,False,False,,False
CCDC171,ENSG00000164989,False,False,False,,False,False,False,,False
CCDC47,ENSG00000108588,False,False,False,0.0,False,False,False,,False
CCDC51,ENSG00000164051,True,True,False,0.0,False,False,False,,False
CCDC57,ENSG00000176155,False,False,False,,False,False,False,,False
CCDC90B,ENSG00000137500,False,False,False,0.0,False,False,False,,False
CCL1,ENSG00000108702,False,False,False,,False,False,True,DRUGGABLE GENOME,False
CCL2,ENSG00000108691,False,False,False,,False,False,True,DRUGGABLE GENOME,False
CCL20,ENSG00000115009,False,False,False,,False,False,True,DRUGGABLE GENOME,False
CCL22,ENSG00000102962,False,False,False,,False,False,True,DRUGGABLE GENOME,False
CCL25,ENSG00000131142,False,False,False,,False,False,True,DRUGGABLE GENOME;HORMONE ACTIVITY,False
CCL28,ENSG00000151882,False,False,False,,False,False,True,DRUGGABLE GENOME,False
CCL3,ENSG00000277632,False,False,False,,False,False,True,DRUGGABLE GENOME;KINASE,False
CCL4,ENSG00000275302,False,False,False,,False,False,True,DRUGGABLE GENOME,False
CCL4L2,ENSG00000276070,False,False,False,,False,False,True,DRUGGABLE GENOME,False
CCL5,ENSG00000271503,False,False,False,,False,False,True,CELL SURFACE;DRUGGABLE GENOME;ENZYME;G PROTEIN COUPLED RECEPTOR;KINASE,False
CCM2,ENSG00000136280,False,False,False,,False,False,False,,False
CCN1,ENSG00000142871,False,False,False,,False,False,True,DRUGGABLE GENOME,False
CCNA1,ENSG00000133101,False,False,False,,False,False,True,DRUGGABLE GENOME;KINASE;TRANSCRIPTION FACTOR,False
CCNA2,ENSG00000145386,False,False,False,,False,False,True,DRUGGABLE GENOME;KINASE,False
CCNB1,ENSG00000134057,False,False,False,,False,False,True,DRUGGABLE GENOME,False
CCNB2,ENSG00000157456,False,False,False,,False,False,True,DRUGGABLE GENOME,False
CCNC,ENSG00000112237,False,False,False,,False,False,False,,True
CCND1,ENSG00000110092,False,False,False,,False,False,True,CLINICALLY ACTIONABLE;DRUG RESISTANCE;DRUGGABLE GENOME;KINASE;TRANSCRIPTION FACTOR,False
CCND2,ENSG00000118971,False,False,False,,False,False,True,CLINICALLY ACTIONABLE;DRUGGABLE GENOME;KINASE;TRANSCRIPTION FACTOR,False
CCND3,ENSG00000112576,False,False,False,,False,False,True,CLINICALLY ACTIONABLE;DRUGGABLE GENOME;KINASE;TRANSCRIPTION FACTOR,False
CCNE1,ENSG00000105173,False,False,False,,False,False,True,CLINICALLY ACTIONABLE;DRUG RESISTANCE;DRUGGABLE GENOME;KINASE,False
CCNF,ENSG00000162063,False,False,False,,False,False,False,,False
CCNG1,ENSG00000113328,False,False,False,,False,False,False,,False
CCNG2,ENSG00000138764,False,False,False,,False,False,False,,False
CCNH,ENSG00000134480,False,False,False,,False,False,True,DRUGGABLE GENOME;KINASE;TRANSCRIPTION FACTOR,False
CCNI,ENSG00000118816,False,False,False,,False,False,False,,False
CCNI2,ENSG00000205089,False,False,False,,False,False,False,,False
CCNJ,ENSG00000107443,False,False,False,,False,False,False,,False
CCNK,ENSG00000090061,False,False,False,,False,False,False,,False
CCNL1,ENSG00000163660,False,False,False,,False,False,False,,False
CCNL2,ENSG00000221978,False,False,False,,False,False,False,,False
CCNQ,ENSG00000262919,False,False,False,,False,False,False,,False
CCNT1,ENSG00000129315,False,False,False,,False,False,True,DRUGGABLE GENOME;KINASE,False
CCNT2,ENSG00000082258,False,False,False,,False,False,False,,False
CCNY,ENSG00000108100,False,False,False,,False,False,False,,False
CCNYL1,ENSG00000163249,False,False,False,,False,False,False,,False
CCPG1,ENSG00000260916,False,False,False,0.0,False,False,False,,False
CCR1,ENSG00000163823,True,True,True,93.0,False,True,True,DRUGGABLE GENOME;EXTERNAL SIDE OF PLASMA MEMBRANE;G PROTEIN COUPLED RECEPTOR,False
CCR10,ENSG00000184451,True,True,True,112.0,False,True,True,CELL SURFACE;DRUGGABLE GENOME;EXTERNAL SIDE OF PLASMA MEMBRANE;G PROTEIN COUPLED RECEPTOR,False
CCR2,ENSG00000121807,True,True,True,101.0,False,True,True,DRUGGABLE GENOME;EXTERNAL SIDE OF PLASMA MEMBRANE;G PROTEIN COUPLED RECEPTOR,False
CCR4,ENSG00000183813,True,True,True,100.0,True,True,True,DRUGGABLE GENOME;EXTERNAL SIDE OF PLASMA MEMBRANE;G PROTEIN COUPLED RECEPTOR,False
CCR5,ENSG00000160791,True,True,True,92.0,False,True,True,CELL SURFACE;DRUGGABLE GENOME;EXTERNAL SIDE OF PLASMA MEMBRANE;G PROTEIN COUPLED RECEPTOR,False
CCR6,ENSG00000112486,True,True,True,117.0,False,True,True,CELL SURFACE;DRUGGABLE GENOME;EXTERNAL SIDE OF PLASMA MEMBRANE;G PROTEIN COUPLED RECEPTOR,False
CCR7,ENSG00000126353,True,True,True,101.0,True,True,True,CELL SURFACE;DRUGGABLE GENOME;EXTERNAL SIDE OF PLASMA MEMBRANE;G PROTEIN COUPLED RECEPTOR,False
CCR8,ENSG00000179934,True,True,True,97.0,False,True,True,DRUGGABLE GENOME;EXTERNAL SIDE OF PLASMA MEMBRANE;G PROTEIN COUPLED RECEPTOR,False
CCR9,ENSG00000173585,True,True,True,89.0,False,True,True,CELL SURFACE;DRUGGABLE GENOME;EXTERNAL SIDE OF PLASMA MEMBRANE;G PROTEIN COUPLED RECEPTOR,False
CD101,ENSG00000134256,True,True,True,934.0,True,True,True,DRUGGABLE GENOME;KINASE,False
CD109,ENSG00000156535,False,False,False,,True,True,True,CELL SURFACE;DRUGGABLE GENOME;PROTEASE INHIBITOR,False
CD151,ENSG00000177697,True,True,True,127.0,True,True,True,CELL SURFACE;DRUGGABLE GENOME;TRANSPORTER,False
CD160,ENSG00000117281,False,False,False,,True,True,True,DRUGGABLE GENOME,False
CD163,ENSG00000177575,True,True,True,1009.0,True,True,True,DRUGGABLE GENOME;EXTERNAL SIDE OF PLASMA MEMBRANE;KINASE,False
CD164,ENSG00000135535,True,True,True,139.0,True,True,True,DRUGGABLE GENOME,False
CD177,ENSG00000204936,False,False,False,,False,True,True,DRUGGABLE GENOME,False
CD19,ENSG00000177455,True,True,True,272.0,True,True,True,CLINICALLY ACTIONABLE;DRUG RESISTANCE;DRUGGABLE GENOME;EXTERNAL SIDE OF PLASMA MEMBRANE,False
CD2,ENSG00000116824,True,True,True,185.0,True,True,True,CELL SURFACE;DRUGGABLE GENOME;EXTERNAL SIDE OF PLASMA MEMBRANE,False
CD200,ENSG00000091972,True,True,True,202.0,True,True,True,CELL SURFACE;DRUGGABLE GENOME,False
CD200R1,ENSG00000163606,True,True,True,237.0,True,True,True,CELL SURFACE;DRUGGABLE GENOME;EXTERNAL SIDE OF PLASMA MEMBRANE,False
CD22,ENSG00000012124,True,True,True,668.0,True,True,True,CELL SURFACE;CLINICALLY ACTIONABLE;DRUGGABLE GENOME;EXTERNAL SIDE OF PLASMA MEMBRANE;KINASE,False
CD226,ENSG00000150637,True,True,True,236.0,True,True,True,CELL SURFACE;DRUGGABLE GENOME;EXTERNAL SIDE OF PLASMA MEMBRANE,False
CD24,ENSG00000272398,False,False,False,,False,True,False,,False
CD244,ENSG00000122223,True,True,True,208.0,True,True,True,DRUGGABLE GENOME;EXTERNAL SIDE OF PLASMA MEMBRANE,False
CD247,ENSG00000198821,True,True,True,9.0,False,False,True,DRUGGABLE GENOME;ENZYME;KINASE,True
CD248,ENSG00000174807,True,True,True,670.0,False,True,True,DRUGGABLE GENOME;EXTERNAL SIDE OF PLASMA MEMBRANE,False
CD27,ENSG00000139193,True,True,True,172.0,True,True,True,DRUGGABLE GENOME;EXTERNAL SIDE OF PLASMA MEMBRANE;PROTEASE INHIBITOR,False
CD274,ENSG00000120217,True,True,True,220.0,True,True,True,CLINICALLY ACTIONABLE;DRUG RESISTANCE;DRUGGABLE GENOME;EXTERNAL SIDE OF PLASMA MEMBRANE,False
CD276,ENSG00000103855,True,True,True,438.0,True,True,True,CLINICALLY ACTIONABLE;DRUGGABLE GENOME;EXTERNAL SIDE OF PLASMA MEMBRANE,False
CD28,ENSG00000178562,True,True,True,134.0,True,True,True,CELL SURFACE;DRUGGABLE GENOME;EXTERNAL SIDE OF PLASMA MEMBRANE;KINASE,False
CD300A,ENSG00000167851,True,True,True,163.0,False,True,True,DRUGGABLE GENOME,False
CD300E,ENSG00000186407,True,True,True,156.0,False,True,True,DRUGGABLE GENOME;KINASE,False
CD300LF,ENSG00000186074,True,True,True,137.0,False,True,True,DRUGGABLE GENOME,False
CD302,ENSG00000241399,True,True,True,146.0,True,True,True,DRUGGABLE GENOME,False
CD320,ENSG00000167775,True,True,True,194.0,False,True,True,DRUGGABLE GENOME;GROWTH FACTOR,False
CD33,ENSG00000105383,True,True,True,242.0,True,True,True,CELL SURFACE;DRUGGABLE GENOME;EXTERNAL SIDE OF PLASMA MEMBRANE;KINASE,False
CD36,ENSG00000135218,True,True,True,410.0,True,True,True,CELL SURFACE;CLINICALLY ACTIONABLE;DRUGGABLE GENOME;EXTERNAL SIDE OF PLASMA MEMBRANE;TRANSPORTER;TYROSINE KINASE,False
CD37,ENSG00000104894,True,True,True,151.0,True,True,True,DRUGGABLE GENOME,False
CD38,ENSG00000004468,True,True,True,258.0,True,True,True,CELL SURFACE;DRUGGABLE GENOME,False
CD3D,ENSG00000167286,True,True,True,84.0,True,True,True,DRUGGABLE GENOME;EXTERNAL SIDE OF PLASMA MEMBRANE;KINASE,False
CD3E,ENSG00000198851,True,True,True,104.0,False,False,True,DRUGGABLE GENOME;EXTERNAL SIDE OF PLASMA MEMBRANE;KINASE,True
CD3G,ENSG00000160654,True,True,True,94.0,True,True,True,DRUGGABLE GENOME;EXTERNAL SIDE OF PLASMA MEMBRANE;KINASE,False
CD4,ENSG00000010610,True,True,True,371.0,True,True,True,DRUGGABLE GENOME;EXTERNAL SIDE OF PLASMA MEMBRANE;KINASE,False
CD40,ENSG00000101017,True,True,True,173.0,True,True,True,CELL SURFACE;CLINICALLY ACTIONABLE;DRUGGABLE GENOME;EXTERNAL SIDE OF PLASMA MEMBRANE;TRANSCRIPTION FACTOR,False
CD40LG,ENSG00000102245,True,True,True,215.0,True,True,True,CELL SURFACE;DRUGGABLE GENOME;EXTERNAL SIDE OF PLASMA MEMBRANE;KINASE,False
CD44,ENSG00000026508,True,True,True,629.0,True,True,True,CELL SURFACE;DRUG RESISTANCE;DRUGGABLE GENOME,False
CD46,ENSG00000117335,True,True,True,309.0,True,True,True,CELL SURFACE;DRUGGABLE GENOME,False
CD47,ENSG00000196776,True,True,True,145.0,True,True,True,CELL SURFACE;DRUGGABLE GENOME;EXTERNAL SIDE OF PLASMA MEMBRANE,False
CD48,ENSG00000117091,False,False,False,0.0,True,True,True,DRUGGABLE GENOME,False
CD5,ENSG00000110448,True,True,True,348.0,True,True,True,DRUGGABLE GENOME;EXTERNAL SIDE OF PLASMA MEMBRANE,False
CD52,ENSG00000169442,False,False,False,,False,True,True,DRUGGABLE GENOME,False
CD53,ENSG00000143119,True,True,True,97.0,True,True,True,CELL SURFACE;DRUGGABLE GENOME,False
CD55,ENSG00000196352,False,False,False,,True,True,True,CELL SURFACE;DRUGGABLE GENOME,False
CD58,ENSG00000116815,True,True,True,187.0,True,True,True,CELL SURFACE;CLINICALLY ACTIONABLE;DRUGGABLE GENOME,False
CD6,ENSG00000013725,True,True,True,385.0,True,True,True,CELL SURFACE;DRUGGABLE GENOME;KINASE,False
CD63,ENSG00000135404,True,True,True,120.0,True,True,True,CELL SURFACE;DRUGGABLE GENOME;KINASE,False
CD68,ENSG00000129226,True,True,True,298.0,True,True,True,DRUGGABLE GENOME,False
CD69,ENSG00000110848,True,True,True,138.0,True,True,True,DRUGGABLE GENOME;TYROSINE KINASE,False
CD7,ENSG00000173762,True,True,True,155.0,True,True,True,DRUGGABLE GENOME,False
CD70,ENSG00000125726,True,True,True,155.0,True,True,True,CLINICALLY ACTIONABLE;DRUGGABLE GENOME,False
CD72,ENSG00000137101,True,True,True,243.0,True,False,True,DRUGGABLE GENOME,False
CD74,ENSG00000019582,True,True,True,224.0,True,True,True,CELL SURFACE;CLINICALLY ACTIONABLE;DRUGGABLE GENOME;EXTERNAL SIDE OF PLASMA MEMBRANE,False
CD79A,ENSG00000105369,True,True,True,111.0,True,True,True,CLINICALLY ACTIONABLE;DRUGGABLE GENOME;EXTERNAL SIDE OF PLASMA MEMBRANE;KINASE,False
CD79B,ENSG00000007312,True,True,True,131.0,True,True,True,CLINICALLY ACTIONABLE;DRUGGABLE GENOME;EXTERNAL SIDE OF PLASMA MEMBRANE;KINASE,False
CD80,ENSG00000121594,True,True,True,208.0,True,True,True,CELL SURFACE;DRUGGABLE GENOME;EXTERNAL SIDE OF PLASMA MEMBRANE,False
CD81,ENSG00000110651,True,True,True,119.0,False,False,True,CELL SURFACE;DRUGGABLE GENOME;TRANSPORTER,False
CD82,ENSG00000085117,True,True,True,139.0,True,True,True,CELL SURFACE;DRUGGABLE GENOME,False
CD83,ENSG00000112149,True,True,True,125.0,True,True,True,DRUGGABLE GENOME;EXTERNAL SIDE OF PLASMA MEMBRANE,False
CD84,ENSG00000066294,True,True,True,204.0,True,True,True,DRUGGABLE GENOME;EXTERNAL SIDE OF PLASMA MEMBRANE,False
CD86,ENSG00000114013,True,True,True,224.0,True,True,True,CELL SURFACE;DRUGGABLE GENOME;EXTERNAL SIDE OF PLASMA MEMBRANE,False
CD8A,ENSG00000153563,True,True,True,161.0,False,True,True,DRUGGABLE GENOME;EXTERNAL SIDE OF PLASMA MEMBRANE;KINASE,False
CD8B,ENSG00000172116,True,True,True,149.0,False,True,True,CELL SURFACE;DRUGGABLE GENOME;KINASE,False
CD9,ENSG00000010278,True,True,True,106.0,False,True,True,DRUGGABLE GENOME;EXTERNAL SIDE OF PLASMA MEMBRANE,False
CD93,ENSG00000125810,True,True,True,557.0,False,True,True,CELL SURFACE;DRUGGABLE GENOME,False
CD96,ENSG00000153283,True,True,True,498.0,True,True,True,DRUGGABLE GENOME,False
CD99,ENSG00000002586,True,True,True,100.0,False,False,True,DRUGGABLE GENOME,False
CD99L2,ENSG00000102181,True,True,True,160.0,False,False,False,,False
CDC14A,ENSG00000079335,False,False,False,,False,False,True,DRUGGABLE GENOME;ENZYME;PROTEIN PHOSPHATASE,False
CDC37,ENSG00000105401,False,False,False,,False,False,False,,False
CDC42,ENSG00000070831,False,False,False,,False,False,True,DRUGGABLE GENOME,False
CDC42BPA,ENSG00000143776,False,False,False,,False,False,True,DRUGGABLE GENOME;ENZYME;KINASE;SERINE THREONINE KINASE,False
CDC42BPB,ENSG00000198752,False,False,False,,False,False,True,DRUGGABLE GENOME;ENZYME;KINASE;SERINE THREONINE KINASE,False
CDC42BPG,ENSG00000171219,False,False,False,,False,False,True,DRUGGABLE GENOME;ENZYME;KINASE;SERINE THREONINE KINASE,False
CDCA7L,ENSG00000164649,True,True,False,0.0,False,False,False,,False
CDCP1,ENSG00000163814,True,True,True,638.0,True,True,True,DRUGGABLE GENOME;KINASE,False
CDH1,ENSG00000039068,True,True,True,555.0,True,True,True,CLINICALLY ACTIONABLE;DRUGGABLE GENOME,False
CDH23,ENSG00000107736,True,True,True,3041.0,False,True,False,,False
CDH24,ENSG00000139880,True,True,True,597.0,False,True,False,,False
CDH3,ENSG00000062038,True,True,True,547.0,True,True,True,DRUGGABLE GENOME,False
CDHR5,ENSG00000099834,True,True,True,644.0,False,True,False,,False
CDIP1,ENSG00000089486,False,False,False,,False,False,False,,False
CDIPT,ENSG00000103502,True,True,False,0.0,False,False,False,,False
CDK10,ENSG00000185324,False,False,False,,False,False,True,DRUGGABLE GENOME;ENZYME;KINASE;SERINE THREONINE KINASE;TRANSCRIPTION FACTOR;TUMOR SUPPRESSOR,False
CDK13,ENSG00000065883,False,False,False,,False,False,True,DRUGGABLE GENOME;ENZYME;KINASE;SERINE THREONINE KINASE;TUMOR SUPPRESSOR,False
CDK16,ENSG00000102225,False,False,False,,False,False,True,DRUGGABLE GENOME;ENZYME;KINASE;SERINE THREONINE KINASE,False
CDK17,ENSG00000059758,False,False,False,,False,False,True,DRUGGABLE GENOME;ENZYME;KINASE;SERINE THREONINE KINASE,False
CDK19,ENSG00000155111,False,False,False,,False,False,True,DRUGGABLE GENOME;ENZYME;KINASE;SERINE THREONINE KINASE;TRANSCRIPTION FACTOR;TUMOR SUPPRESSOR,False
CDK2,ENSG00000123374,False,False,False,,False,False,True,CLINICALLY ACTIONABLE;DNA REPAIR;DRUGGABLE GENOME;ENZYME;KINASE;SERINE THREONINE KINASE;TRANSCRIPTION FACTOR COMPLEX,False
CDK20,ENSG00000156345,False,False,False,,False,False,True,DRUGGABLE GENOME;ENZYME;KINASE;SERINE THREONINE KINASE;TUMOR SUPPRESSOR,False
CDK4,ENSG00000135446,False,False,False,,False,False,True,CLINICALLY ACTIONABLE;DRUG RESISTANCE;DRUGGABLE GENOME;ENZYME;KINASE;SERINE THREONINE KINASE;TRANSCRIPTION FACTOR;TRANSCRIPTION FACTOR COMPLEX;TUMOR SUPPRESSOR,False
CDK5,ENSG00000164885,False,False,False,,False,False,True,DRUGGABLE GENOME;ENZYME;KINASE;SERINE THREONINE KINASE;TUMOR SUPPRESSOR,False
CDK5RAP1,ENSG00000101391,False,False,False,,False,False,False,,False
CDK6,ENSG00000105810,False,False,False,,False,False,True,CLINICALLY ACTIONABLE;DRUG RESISTANCE;DRUGGABLE GENOME;ENZYME;KINASE;SERINE THREONINE KINASE;TUMOR SUPPRESSOR,False
CDK7,ENSG00000134058,False,False,False,,False,False,True,DNA REPAIR;DRUGGABLE GENOME;ENZYME;KINASE;SERINE THREONINE KINASE;TRANSCRIPTION FACTOR;TUMOR SUPPRESSOR,False
CDKAL1,ENSG00000145996,False,False,False,0.0,False,False,False,,False
CDKL1,ENSG00000100490,False,False,False,,False,False,True,DRUGGABLE GENOME;ENZYME;KINASE;SERINE THREONINE KINASE;TUMOR SUPPRESSOR,False
CDKL2,ENSG00000138769,False,False,False,,False,False,True,DRUGGABLE GENOME;ENZYME;KINASE;SERINE THREONINE KINASE;TUMOR SUPPRESSOR,False
CDKL5,ENSG00000008086,False,False,False,,False,False,True,DRUGGABLE GENOME;ENZYME;KINASE;SERINE THREONINE KINASE;TUMOR SUPPRESSOR,False
CDKN2A,ENSG00000147889,False,False,False,,False,False,True,CLINICALLY ACTIONABLE;DRUG RESISTANCE;KINASE;TUMOR SUPPRESSOR,False
CDKN3,ENSG00000100526,False,False,False,,False,False,True,DRUGGABLE GENOME;ENZYME;KINASE;PROTEIN PHOSPHATASE;TUMOR SUPPRESSOR,False
CDON,ENSG00000064309,True,True,True,938.0,True,True,False,,False
CDPF1,ENSG00000205643,False,False,False,,False,False,False,,False
CDS1,ENSG00000163624,True,True,False,0.0,False,False,False,,False
CDS2,ENSG00000101290,True,True,False,0.0,False,False,False,,False
CDYL,ENSG00000153046,False,False,False,0.0,False,False,False,,False
CDYL2,ENSG00000166446,False,False,False,,False,False,False,,False
CEACAM1,ENSG00000079385,True,True,True,394.0,True,True,True,CELL SURFACE;DRUGGABLE GENOME;KINASE,False
CEACAM21,ENSG00000007129,True,True,True,206.0,False,True,False,,False
CEACAM4,ENSG00000105352,True,True,True,120.0,False,True,False,,False
CELSR2,ENSG00000143126,True,True,True,2378.0,True,True,True,DRUGGABLE GENOME;G PROTEIN COUPLED RECEPTOR,False
CELSR3,ENSG00000008300,True,True,True,2540.0,True,True,True,DRUGGABLE GENOME;G PROTEIN COUPLED RECEPTOR,False
CEMIP,ENSG00000103888,False,False,False,,False,False,False,,False
CEMIP2,ENSG00000135048,True,True,True,1280.0,False,False,False,,False
CENPW,ENSG00000203760,False,False,False,,False,False,False,,False
CEP135,ENSG00000174799,False,False,False,,False,False,False,,False
CEP170,ENSG00000143702,False,False,False,0.0,False,False,False,,False
CEP20,ENSG00000133393,False,False,False,,False,False,False,,False
CEP41,ENSG00000106477,False,False,False,,False,False,True,DRUGGABLE GENOME,False
CEP43,ENSG00000213066,False,False,False,,False,False,True,CLINICALLY ACTIONABLE,False
CEP76,ENSG00000101624,False,False,False,,False,False,False,,False
CEP95,ENSG00000258890,False,False,False,0.0,False,False,False,,False
CEPT1,ENSG00000134255,True,True,False,0.0,False,False,False,,False
CERKL,ENSG00000188452,False,False,False,,False,False,False,,False
CERS2,ENSG00000143418,True,True,False,0.0,False,False,False,,False
CERS4,ENSG00000090661,True,True,False,0.0,False,False,False,,False
CERS5,ENSG00000139624,True,True,False,0.0,False,False,False,,False
CERS6,ENSG00000172292,True,True,False,0.0,False,False,False,,False
CES2,ENSG00000172831,False,False,False,,False,False,True,DRUGGABLE GENOME;ENZYME,False
CES3,ENSG00000172828,False,False,False,,False,False,True,DRUGGABLE GENOME,False
CES4A,ENSG00000172824,False,False,False,,False,False,True,DRUGGABLE GENOME;ENZYME,False
CETN3,ENSG00000153140,False,False,False,,False,False,False,,False
CETP,ENSG00000087237,False,False,False,,False,False,True,DRUGGABLE GENOME;TRANSPORTER,False
CFAP36,ENSG00000163001,False,False,False,,False,False,False,,False
CFAP44,ENSG00000206530,False,False,False,,False,False,False,,False
